Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Berelasi,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Pajak Tangguhan,Properti Investasi,Aset Tetap,Aset Tak Berwujud,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Berelasi,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Lembaga Keuangan Lain,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Lembaga Keuangan Lain,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2019,,,16303802128.000000,22550229294.000000,1988794406.000000,20561434888.000000,22550229294.000000,9828926127.000000,9828926127.000000,,9828926127.000000,108997024650.000000,10822944210.000000,168502926409.000000,,1521918121.000000,1917295178.000000,103161841350.000000,8454059.000000,4599693844.000000,111209202552.000000,279712128961.000000,,,162544581646.000000,31764925846.000000,,483099971.000000,18157056415.000000,18640156386.000000,,66679370000.000000,9900797185.000000,76580167185.000000,914612659.000000,395432125.000000,,25156719580.000000,310398090.000000,25467117670.000000,8782169775.000000,162544581646.000000,44693780865.000000,,37679805764.000000,96165459.000000,37775971223.000000,6917809642.000000,44693780865.000000,207238362511.000000,,72000000000.000000,1012623500.000000,-28174141623.000000,,-28174141623.000000,-28174141623.000000,13503725876.000000,14131558697.000000,72473766450.000000,279712128961.000000,72000.000000
12M 2020,,,17143438101.000000,23240325161.000000,1249149453.000000,21991175708.000000,23240325161.000000,609845183.000000,609845183.000000,,609845183.000000,118110625884.000000,16388299515.000000,175492533844.000000,,2082413888.000000,1818972348.000000,153428954333.000000,1536793899.000000,142421500.000000,159009555968.000000,334502089812.000000,,,165295322939.000000,34613220811.000000,,2165506001.000000,41504509110.000000,43670015111.000000,,42064870000.000000,2890686440.000000,44955556440.000000,1419737625.000000,384372318.000000,,20649883857.000000,525389040.000000,21175272897.000000,19077147737.000000,165295322939.000000,27526400163.000000,,18458993903.000000,559249358.000000,19018243261.000000,8508156902.000000,27526400163.000000,192821723102.000000,,72000000000.000000,1012623500.000000,-17634384903.000000,,-17634384903.000000,-17634384903.000000,14632364372.000000,71669763741.000000,141680366710.000000,334502089812.000000,72000.000000
12M 2021,,,18829083743.000000,153169800784.000000,20538739970.000000,132631060814.000000,153169800784.000000,695583000.000000,695583000.000000,,695583000.000000,263354894168.000000,62934512499.000000,498983874194.000000,,2479428910.000000,1720649518.000000,192302524430.000000,1143037282.000000,271868500.000000,197917508640.000000,696901382834.000000,,,394611516074.000000,99995000000.000000,,,167998218659.000000,167998218659.000000,,4100000000.000000,26448655710.000000,30548655710.000000,25241591211.000000,1681939219.000000,,22663806573.000000,1163412356.000000,23827218929.000000,45318892346.000000,394611516074.000000,35263169839.000000,,30207768242.000000,1275942996.000000,31483711238.000000,3779458601.000000,35263169839.000000,429874685913.000000,,74908000000.000000,3541315072.000000,116409400391.000000,14981600000.000000,101427800391.000000,116409400391.000000,13476708197.000000,58691273261.000000,267026696921.000000,696901382834.000000,74908.000000
12M 2022,,,98585282128.000000,190351807487.000000,8187681241.000000,182164126246.000000,190351807487.000000,5548743237.000000,668743237.000000,4880000000.000000,5548743237.000000,395834877831.000000,163662105064.000000,853982815747.000000,,3551509570.000000,2515821822.000000,204460557575.000000,6043138786.000000,20198836646.000000,236769864399.000000,1090752680146.000000,,,554608989800.000000,172248000000.000000,,,282453251346.000000,282453251346.000000,,634504167.000000,3878959947.000000,4513464114.000000,2872681734.000000,2244501239.000000,,19580728371.000000,1151974229.000000,20732702600.000000,69544388767.000000,554608989800.000000,38897562719.000000,,21240864471.000000,1115867402.000000,22356731873.000000,16540830846.000000,38897562719.000000,593506552519.000000,,146003162500.000000,117344405912.000000,159159870792.000000,14981600000.000000,144178270792.000000,159159870792.000000,17709641364.000000,57029047059.000000,497246127627.000000,1090752680146.000000,5840126500.000000
12M 2023,,,59214159928.000000,152110522255.000000,6428295418.000000,145682226837.000000,152110522255.000000,4929170809.000000,429170809.000000,4500000000.000000,4929170809.000000,348057622060.000000,98750670649.000000,663062145701.000000,,3226043689.000000,2361655545.000000,200436802622.000000,359240290.000000,70315310646.000000,276699052792.000000,939761198493.000000,,,373879722770.000000,38747886347.000000,,180362500.000000,248221268492.000000,248401630992.000000,,,281031379.000000,281031379.000000,3003582556.000000,7039858761.000000,,16253274073.000000,1357438455.000000,17610712528.000000,58795020207.000000,373879722770.000000,32067088399.000000,,20564300382.000000,823228525.000000,21387528907.000000,10679559492.000000,32067088399.000000,405946811169.000000,,146003162500.000000,117344405912.000000,196461753161.000000,29200632500.000000,167261120661.000000,196461753161.000000,19833808938.000000,54171256813.000000,533814387324.000000,939761198493.000000,5840126500.000000
12M 2024,,,53805370108.000000,125735358580.000000,8227991747.000000,117507366833.000000,125735358580.000000,11358143568.000000,1405308560.000000,9952835008.000000,11358143568.000000,433293347658.000000,144752262769.000000,768944482683.000000,,3482772585.000000,2207489266.000000,214557951334.000000,,51923427891.000000,272171641076.000000,1041116123759.000000,,,491409729557.000000,91748000000.000000,,200076914.000000,323528296177.000000,323728373091.000000,,,1050780123.000000,1050780123.000000,581008143.000000,17034316655.000000,,17727857880.000000,1472975064.000000,19200832944.000000,38066418601.000000,491409729557.000000,33482918073.000000,,26415936677.000000,1596992179.000000,28012928856.000000,5469989217.000000,33482918073.000000,524892647630.000000,,146003162500.000000,117344405912.000000,176403220163.000000,29200632500.000000,147202587663.000000,176403220163.000000,22259051725.000000,54213635829.000000,516223476129.000000,1041116123759.000000,5840126500.000000
