Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2019,37 B,(22 B),15 B,212521.12
12M 2020,65 B,(11 B),54 B,744181.62
12M 2021,45 B,(54 B),(9 B),-126191.71
12M 2022,(63 B),(34 B),(97 B),-16.59
12M 2023,263 B,(18 B),245 B,41.93
12M 2024,68 B,(40 B),28 B,4.88
