Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2019,(8 B),(8 B),(16 B),-274484.74
12M 2020,4 B,(1 B),4 B,63741.82
12M 2021,(18 B),(15 B),(33 B),-16.53
12M 2022,6 B,(4 B),2 B,0.99
12M 2023,6 B,(6 B),(0 B),-0.00
12M 2024,(20 B),(1 B),(22 B),-10.95
