Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2019,0.00,478895.60,0.00,475309.29,1 B,5 B,6 B,4 B,22 B
12M 2020,0.00,504917.34,0.00,502526.46,1 B,4 B,5 B,(3 B),17 B
12M 2021,11.51,39.10,14.07,31.99,1 B,4 B,4 B,(13 B),52 B
12M 2022,2.73,44.75,3.32,36.74,1 B,3 B,4 B,(10 B),59 B
12M 2023,2.75,47.65,3.50,37.44,1 B,2 B,3 B,(4 B),61 B
12M 2024,1.16,49.03,1.43,39.77,52 B,,52 B,50 B,62 B
