Period,Arus Kas Dari Aktivitas Operasi,Penerimaan Kas Dari Pelanggan,Pendapatan Bunga,Pembayaran Kas Kepada Pemasok,Pembayaran Kas Kepada Karyawan,Pembayaran Bunga,Pembayaran Untuk Pajak Penghasilan,Pembayaran Untuk Kegiatan Operasional Lainnya,Total Arus Kas Dari Aktivitas Operasi,Arus Kas Dari Aktivitas Investasi,Perolehan Aset Tetap,Penerimaan Pengembalian Pinjaman Diberikan Kepada Pihak Ketiga,Penerimaan Penjualan Aset Tetap,Perolehan Aset Lain-Lain,Uang Muka Untuk Perolehan Aset Tetap,Penambahan Aset Tidak Berwujud,Pinjaman Diberikan Kepada Pihak Ketiga,Pinjaman Yang Di Berikan Kepada Pihak Lain,Total Arus Kas Dari Aktivitas Investasi,Arus Kas Dari Aktivitas Pendanaan,Pembayaran Piutang Pihak Berelasi,Penerimaan Piutang Pihak Berelasi,Penerimaan Utang Bank Jangka Panjang,Pembayaran Utang Bank Jangka Panjang,Pembayaran Dividen Tunai,Pembayaran Utang Pihak Berelasi,Penerimaan Utang Pihak Berelasi,Pembayaran Biaya Emisi Saham,Pembayaran Utang Pembiayaan,Penerimaan Utang Pembiayaan,Penambahan Utang Bank Jangka Pendek,Pembayaran Utang Bank Jangka Pendek,Penerimaan Utang Bank Jangka Pendek,Penerbitan Saham Melalui Pelaksanaan Warran,Penambahan Modal,Total Arus Kas Dari Aktivitas Pendanaan,Kenaikan (Penurunan) Bersih Kas Dan Setara Kas,Kas Dan Setara Kas Awal Periode,Kas Dan Setara Kas Akhir Periode
12M 2019,-8412117621.000000,395137144621.000000,430214.000000,-389613573463.000000,-4491356856.000000,-576069527.000000,-5293.000000,-8868687317.000000,-8412117621.000000,-8056966624.000000,-301307224.000000,,,,-7700000000.000000,-55659400.000000,,,-8056966624.000000,17603331339.000000,-67722633202.000000,65890716638.000000,,-600000000.000000,,-82196627489.000000,72695851665.000000,,-77505690.000000,,,-548204985.000000,661734402.000000,,29500000000.000000,17603331339.000000,1134247094.000000,617868293.000000,1752115387.000000
12M 2020,4333525449.000000,344116897841.000000,3953945.000000,-328811399368.000000,-5630465168.000000,-489126743.000000,-83336378.000000,-4772998680.000000,4333525449.000000,-509016351.000000,-509016351.000000,,,,,,,,-509016351.000000,2179668209.000000,-45891396100.000000,48948053600.000000,,-600000000.000000,,-55749579863.000000,55581455021.000000,,-83905277.000000,,,-750592517.000000,725633345.000000,,,2179668209.000000,6004177307.000000,1752115387.000000,7756292694.000000
12M 2021,-17884843234.000000,935220165186.000000,38717810.000000,-929932443397.000000,-7683987673.000000,-422961373.000000,-986415556.000000,-14117918231.000000,-17884843234.000000,-15172085781.000000,-964572099.000000,,,,,-14207513682.000000,,,-15172085781.000000,42320561977.000000,-120045420.000000,375045420.000000,,-600000000.000000,,-625382184.000000,617057868.000000,,-52110069.000000,,,-574151866.000000,542752773.000000,,42757395455.000000,42320561977.000000,9263632962.000000,7756292694.000000,17019925656.000000
12M 2022,6271878812.000000,1234176158016.000000,366098069.000000,-1187774524598.000000,-15580711103.000000,-1342589454.000000,-5053201412.000000,-18519350706.000000,6271878812.000000,-12330587340.000000,-2221933702.000000,,5800000.000000,-518886133.000000,,-2075567505.000000,-7520000000.000000,,-12330587340.000000,-1170635039.000000,,,,-600000000.000000,-490970562.000000,,,,-162006725.000000,,,-1249792684.000000,1295389832.000000,36745100.000000,,-1170635039.000000,-7229343567.000000,17019925656.000000,9790582089.000000
12M 2023,5541495915.000000,800513423660.000000,656426574.000000,-761218055954.000000,-16965915240.000000,-456062054.000000,-4214106201.000000,-12774214870.000000,5541495915.000000,-5550644688.000000,-795946690.000000,,,,,-4754697998.000000,,,-5550644688.000000,-2117719355.000000,,,,-600000000.000000,-1185464010.000000,,,,-430994887.000000,,,-2198494730.000000,2283286072.000000,13948200.000000,,-2117719355.000000,-2126868128.000000,9790582089.000000,7663713961.000000
12M 2024,-20495058736.000000,841279486618.000000,9732097.000000,-833392626275.000000,-19006916755.000000,-2996641496.000000,-495044668.000000,-5893048257.000000,-20495058736.000000,-33107812181.000000,-1190087349.000000,,,,,-218229967.000000,-31699494865.000000,,-33107812181.000000,47512343143.000000,,,,-600000000.000000,-693657081.000000,,,,-235124452.000000,,,-1778628607.000000,50819753283.000000,,,47512343143.000000,-6090527774.000000,7663713961.000000,1573186187.000000
