Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Persediaan,Piutang Lain-Lain,Pihak Ketiga,Total Piutang Lain-Lain,Others,Total Aset Lancar,Aset Tidak Lancar,Piutang Pihak Berelasi,Aset Tetap,Properti Investasi,Aset Tak Berwujud,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Total Utang Lain-Lain,Beban Akrual,Utang Pajak,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Pembiayaan,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Pembiayaan,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Dari Pihak Berelasi,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2019,,,1752115387.000000,6900015990.000000,6773489115.000000,126526875.000000,6900015990.000000,8726283148.000000,162809513.000000,162809513.000000,162809513.000000,9387593172.000000,26928817210.000000,,3311657500.000000,8835327353.000000,,215178769.000000,57600343.000000,,12419763965.000000,39348581175.000000,,,5397351723.000000,113529417.000000,,2306375000.000000,295300.000000,2306670300.000000,,238586773.000000,238586773.000000,297231182.000000,130237019.000000,,600000000.000000,83905277.000000,,683905277.000000,1627191755.000000,5397351723.000000,5217493537.000000,,4800000000.000000,52110069.000000,4852110069.000000,176449158.000000,188934310.000000,5217493537.000000,10614845260.000000,,30000000000.000000,,-1266264085.000000,,,-1266264085.000000,28733735915.000000,39348581175.000000,60000.000000
12M 2020,,,7756292694.000000,5894482959.000000,2617044284.000000,3277438675.000000,5894482959.000000,12047971357.000000,452448105.000000,452448105.000000,452448105.000000,5229126726.000000,31380321841.000000,,255000000.000000,14886679245.000000,1318718180.000000,143452513.000000,112300721.000000,887891680.000000,17604042339.000000,48984364180.000000,,,14002698966.000000,88570245.000000,,4985167465.000000,,4985167465.000000,,380015223.000000,380015223.000000,401219581.000000,682840785.000000,,600000000.000000,52110069.000000,,652110069.000000,6812775598.000000,14002698966.000000,4686624867.000000,,4200000000.000000,,4200000000.000000,8324316.000000,478300551.000000,4686624867.000000,18689323833.000000,,30000000000.000000,,295040347.000000,,,295040347.000000,30295040347.000000,48984364180.000000,60000.000000
12M 2021,,,17019925656.000000,12585842204.000000,12583934204.000000,1908000.000000,12585842204.000000,20967106082.000000,335957635.000000,335957635.000000,335957635.000000,14302574597.000000,65211406174.000000,,,15222040418.000000,1244424200.000000,14229144479.000000,266202560.000000,,30961811657.000000,96173217831.000000,,,13280009332.000000,57171152.000000,,109308250.000000,,109308250.000000,,1015136841.000000,1015136841.000000,299279268.000000,1684250820.000000,,600000000.000000,,,600000000.000000,9514863001.000000,13280009332.000000,4685072602.000000,,3600000000.000000,,3600000000.000000,,1085072602.000000,4685072602.000000,17965081934.000000,,40000000000.000000,32757395455.000000,5450740442.000000,,,5450740442.000000,78208135897.000000,96173217831.000000,2000000000.000000
12M 2022,,,9790582089.000000,1989772679.000000,1989772679.000000,,1989772679.000000,35401507817.000000,8161903891.000000,8161903891.000000,8161903891.000000,18444116164.000000,73787882640.000000,,,17290152893.000000,1170080216.000000,16015299807.000000,343992307.000000,518886133.000000,35338411356.000000,109126293996.000000,,,14772380743.000000,102768300.000000,,605069064.000000,,605069064.000000,,46406135.000000,46406135.000000,305250000.000000,1968625490.000000,,600000000.000000,218576121.000000,,818576121.000000,10925685633.000000,14772380743.000000,4850606620.000000,,3000000000.000000,40120783.000000,3040120783.000000,,1810485837.000000,4850606620.000000,19622987363.000000,,40002099720.000000,33254040835.000000,16247166078.000000,1000000000.000000,15247166078.000000,16247166078.000000,89503306633.000000,109126293996.000000,2000104986.000000
12M 2023,,,7663713961.000000,3681652382.000000,3681652382.000000,,3681652382.000000,52881796682.000000,7869636437.000000,7869636437.000000,7869636437.000000,12735881031.000000,84832680493.000000,,,17479403309.000000,1095786232.000000,20437157377.000000,363996755.000000,,39376343673.000000,124209024166.000000,,,24279360333.000000,187559642.000000,,5360190386.000000,,5360190386.000000,,107334172.000000,107334172.000000,1196477652.000000,2678089825.000000,,600000000.000000,235355501.000000,,835355501.000000,13914353155.000000,24279360333.000000,4613785584.000000,,2400000000.000000,47346516.000000,2447346516.000000,,2166439068.000000,4613785584.000000,28893145917.000000,,40002896760.000000,33267191995.000000,22045789494.000000,1116673666.000000,20929115828.000000,22045789494.000000,95315878249.000000,124209024166.000000,2000144838.000000
12M 2024,,,1573186187.000000,4215512014.000000,4215512014.000000,,4215512014.000000,95521934754.000000,40255897177.000000,40255897177.000000,40255897177.000000,14623348325.000000,156189878457.000000,,,17484587913.000000,1021492248.000000,18514937973.000000,257613502.000000,1309582056.000000,38588213692.000000,194778092149.000000,,,94357886646.000000,49228684318.000000,,14659469110.000000,,14659469110.000000,,203840060.000000,203840060.000000,1643071161.000000,4878918394.000000,,2400000000.000000,47577566.000000,,2447577566.000000,21296326037.000000,94357886646.000000,2358527214.000000,,,,,,2358527214.000000,2358527214.000000,96716413860.000000,,40002896760.000000,33267191995.000000,24791589534.000000,7116673666.000000,17674915868.000000,24791589534.000000,98061678289.000000,194778092149.000000,2000144838.000000
