Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12M 2020,0.96,0.74,0.78,3.59,0.0,0.0,0.58,0.0,2.59
12M 2021,1.02,0.73,0.48,2.77,0.0,0.0,0.3,0.14,1.77
12M 2022,2.36,1.91,0.18,1.35,0.0,0.0,0.1,0.13,0.35
12M 2023,8.21,7.38,0.08,1.19,0.0,0.0,0.0,0.06,0.19
12M 2024,3.87,3.4,0.05,1.27,0.0,0.0,0.02,0.04,0.27
