Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2019,,,,0.00
12M 2020,(1 B),(1 B),(2 B),-1217995.56
12M 2021,3 B,(0 B),3 B,1356279.42
12M 2022,(19 B),(1 B),(20 B),-25.60
12M 2023,1 B,(2 B),(2 B),-1.52
12M 2024,7 B,(10 B),(3 B),-3.03
