Period,Aset,Aset Lancar,Kas Dan Setara Kas,Deposito Berjangka,Piutang Usaha,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Beban Akrual,Utang Lain-Lain,Utang Pajak,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12M 2020,,,2406633317.000000,,16959226042.000000,16959226042.000000,16959226042.000000,398207175.000000,398207175.000000,398207175.000000,6062012054.000000,662585036.000000,26488663624.000000,,16515959335.000000,247549638.000000,,16763508973.000000,43252172597.000000,,,27712099973.000000,6005889738.000000,,2355450510.000000,15508954144.000000,17864404654.000000,,3124002168.000000,78116619.000000,,488759783.000000,130927009.000000,619686792.000000,20000002.000000,27712099973.000000,3498921289.000000,,2928518396.000000,67455962.000000,2995974358.000000,502946931.000000,3498921289.000000,31211021262.000000,,200000000.000000,3406000000.000000,8469214837.000000,40000000.000000,8429214837.000000,8469214837.000000,-34063502.000000,12041151335.000000,43252172597.000000,2000.000000
12M 2021,,,2549221821.000000,,12586150147.000000,12586150147.000000,12586150147.000000,1409794805.000000,1409794805.000000,1409794805.000000,6944016300.000000,1282350017.000000,24771533090.000000,,15688650992.000000,239183253.000000,,15927834245.000000,40699367335.000000,,,24311676866.000000,5636846412.000000,,3039246815.000000,11982264782.000000,15021511597.000000,,2995385307.000000,219608295.000000,,255967095.000000,67455962.000000,323423057.000000,114902198.000000,24311676866.000000,1696522323.000000,,1091311088.000000,,1091311088.000000,605211235.000000,1696522323.000000,26008199189.000000,,200000000.000000,3406000000.000000,11069200901.000000,40000000.000000,11029200901.000000,11069200901.000000,15967245.000000,14691168146.000000,40699367335.000000,2000.000000
12M 2022,,,4369465008.000000,10025000000.000000,14469060662.000000,14469060662.000000,14469060662.000000,282832505.000000,282832505.000000,282832505.000000,7734991508.000000,3428594843.000000,40309944526.000000,,22106797914.000000,317591528.000000,10000000000.000000,32424389442.000000,72734333968.000000,,,17046424097.000000,8482325476.000000,,2794825138.000000,3736047042.000000,6530872180.000000,589557700.000000,,833639310.000000,,372421986.000000,186002631.000000,558424617.000000,51604814.000000,17046424097.000000,1839052194.000000,,717255072.000000,281990342.000000,999245414.000000,839806780.000000,1839052194.000000,18885476291.000000,,40000000000.000000,3406000000.000000,4221964756.000000,80000000.000000,4141964756.000000,4221964756.000000,6220892921.000000,53848857677.000000,72734333968.000000,800000000.000000
12M 2023,,,6910792127.000000,38667500000.000000,20035887297.000000,20035887297.000000,20035887297.000000,,,,7534372630.000000,1163630737.000000,74312182791.000000,,23373625539.000000,471255482.000000,10000000000.000000,33844881021.000000,108157063812.000000,,,9048617876.000000,,,4932761113.000000,2961782189.000000,7894543302.000000,305519439.000000,,603424849.000000,,276358.000000,198163011.000000,198439369.000000,46690917.000000,9048617876.000000,8313788864.000000,,6974528144.000000,99767538.000000,7074295682.000000,1239493182.000000,8313788864.000000,17362406740.000000,,53750000000.000000,24436108333.000000,6473984975.000000,80000000.000000,6393984975.000000,6473984975.000000,6134563764.000000,90794657072.000000,108157063812.000000,1075000000.000000
12M 2024,,,2826287141.000000,33667500000.000000,26605842999.000000,26605842999.000000,26605842999.000000,,,,8937826163.000000,1605924921.000000,73643381224.000000,,33406553189.000000,674211428.000000,13500000000.000000,47580764617.000000,121224145841.000000,,,19010031228.000000,,,5741227599.000000,10274329876.000000,16015557475.000000,512495681.000000,,2208419830.000000,,424781.000000,243870247.000000,244295028.000000,29263214.000000,19010031228.000000,6881700470.000000,,4882466584.000000,434055046.000000,5316521630.000000,1565178840.000000,6881700470.000000,25891731698.000000,,53751364400.000000,24440201533.000000,10975824175.000000,120000000.000000,10855824175.000000,10975824175.000000,6165024035.000000,95332414143.000000,121224145841.000000,1075000000.000000
