Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2017,35 B,(3 B),32 B,647721.40
12M 2018,19 B,(4 B),16 B,75834.08
12M 2019,1 B,(110 B),(109 B),-42.61
12M 2020,(16 B),(1 B),(17 B),-6.49
12M 2021,(9 B),(0 B),(9 B),-3.51
12M 2022,18 B,(0 B),18 B,7.07
12M 2023,47 B,(0 B),47 B,18.37
12M 2024,55 B,(3 B),52 B,20.20
