Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Aset Tak Berwujud,Aset Pajak Tangguhan,Investasi Pada Entitas Asosiasi Dan Entitas Pengendalian Bersama,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Utang Pajak,Others,Total Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Lain Jangka Panjang,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Lain Jangka Panjang,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Pihak Berelasi,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2017,,,19536039249.000000,4972541415.000000,,,4972541415.000000,415196228.000000,,,415196228.000000,796821235.000000,2583953270.000000,28304551397.000000,,565009324329.000000,1313432014.000000,17832983947.000000,23400000000.000000,750129999.000000,608305870289.000000,636610421686.000000,,,88816704343.000000,6096738525.000000,,,6096738525.000000,,1918387721.000000,,1918387721.000000,10139277865.000000,,18377414413.000000,3641981560.000000,44716587879.000000,66735983852.000000,3926316380.000000,88816704343.000000,564147417732.000000,,330509335616.000000,,,330509335616.000000,215035996440.000000,18602085676.000000,564147417732.000000,652964122075.000000,,50000000000.000000,133988750000.000000,-202938801474.000000,,,-202938801474.000000,1926213444.000000,670137641.000000,-16353700389.000000,636610421686.000000,50000.000000
12M 2018,,,27533357337.000000,6774011437.000000,,,6774011437.000000,103153424.000000,,,103153424.000000,724633427.000000,2461773748.000000,37596929373.000000,,526615239985.000000,849614181.000000,22675241165.000000,20000000000.000000,754979999.000000,570895075330.000000,608492004703.000000,,,55951362267.000000,3700271686.000000,,,3700271686.000000,,3248990600.000000,,3248990600.000000,13176492768.000000,,4200000000.000000,1944790736.000000,21810000000.000000,27954790736.000000,7870816477.000000,55951362267.000000,432494049976.000000,,333899800000.000000,1099907664.000000,15656587879.000000,350656295543.000000,63279128068.000000,18558626365.000000,432494049976.000000,488445412243.000000,,205000000000.000000,133988750000.000000,-221794476868.000000,,,-221794476868.000000,743215626.000000,2109103702.000000,120046592460.000000,608492004703.000000,205000.000000
12M 2019,,,15287550542.000000,7876027534.000000,,,7876027534.000000,109404970.000000,,,109404970.000000,757227136.000000,4586512109.000000,28616722291.000000,,592078891476.000000,385796348.000000,26959818954.000000,20000000000.000000,820362599.000000,640244869377.000000,668861591668.000000,,,57192554828.000000,3912365498.000000,,,3912365498.000000,2654317321.000000,3926523561.000000,,3926523561.000000,14506975370.000000,,12000000000.000000,,15656587879.000000,27656587879.000000,4535785199.000000,57192554828.000000,417997458079.000000,,336968378523.000000,,,336968378523.000000,60807084355.000000,20221995201.000000,417997458079.000000,475190012907.000000,,257000000000.000000,133988750000.000000,-236875828750.000000,,,-236875828750.000000,671582044.000000,38887075467.000000,193671578761.000000,668861591668.000000,2570000000.000000
12M 2020,,,1527140535.000000,428044824.000000,,,428044824.000000,156955053.000000,,,156955053.000000,393040034.000000,1549678313.000000,4054858759.000000,,550438928418.000000,,45991361067.000000,20000000000.000000,820362599.000000,617250652084.000000,621305510843.000000,,,72703340959.000000,5823836411.000000,,,5823836411.000000,2661159962.000000,4029136427.000000,,4029136427.000000,37640773521.000000,,12000000000.000000,,8000000000.000000,20000000000.000000,2548434638.000000,72703340959.000000,433844798876.000000,,319899800000.000000,,18077000000.000000,337976800000.000000,80793737294.000000,15074261582.000000,433844798876.000000,506548139835.000000,,257000000000.000000,133988750000.000000,-320247873481.000000,,,-320247873481.000000,1689522454.000000,42326972035.000000,114757371008.000000,621305510843.000000,2570000000.000000
12M 2021,,,2466607119.000000,775480758.000000,,,775480758.000000,52734837.000000,,,52734837.000000,92705339.000000,1878570498.000000,5266098551.000000,,521368423940.000000,,57290193955.000000,20000000000.000000,750979999.000000,599409597894.000000,604675696445.000000,,,146941822151.000000,7088140342.000000,,,7088140342.000000,2659818913.000000,7527772195.000000,,7527772195.000000,81616382934.000000,,27000000000.000000,,18000000000.000000,45000000000.000000,3049707767.000000,146941822151.000000,417805594588.000000,,304899800000.000000,,8077000000.000000,312976800000.000000,90756374147.000000,14072420441.000000,417805594588.000000,564747416739.000000,,257000000000.000000,133988750000.000000,-395181695115.000000,,,-395181695115.000000,1405937678.000000,42715287143.000000,39928279706.000000,604675696445.000000,2570000000.000000
12M 2022,,,13385197254.000000,7169251989.000000,,,7169251989.000000,295862161.000000,,,295862161.000000,406149853.000000,3007524265.000000,24263985522.000000,,492322795403.000000,,60783782425.000000,20000000000.000000,750229999.000000,573856807827.000000,598120793349.000000,,,218483670249.000000,10134470595.000000,,,10134470595.000000,2639377310.000000,10253820825.000000,,10253820825.000000,119028575871.000000,,46000000000.000000,,26077000000.000000,72077000000.000000,4350425648.000000,218483670249.000000,380638254863.000000,,285899800000.000000,,,285899800000.000000,83493417861.000000,11245037002.000000,380638254863.000000,599121925112.000000,,257000000000.000000,133988750000.000000,-436114438201.000000,,,-436114438201.000000,947927517.000000,43176628922.000000,-1001131762.000000,598120793350.000000,2570000000.000000
12M 2023,,,19835759031.000000,5607367273.000000,,,5607367273.000000,187789625.000000,,,187789625.000000,837875823.000000,2525167563.000000,28993959315.000000,,465242308893.000000,,52758229969.000000,20000000000.000000,739629999.000000,538740168861.000000,567734128176.000000,,,180657232830.000000,18520958270.000000,,,18520958270.000000,,6924777851.000000,,6924777851.000000,112801074687.000000,,8334000000.000000,,29067961183.000000,37401961183.000000,5008460839.000000,180657232830.000000,381103828211.000000,,222731800000.000000,,,222731800000.000000,143578453870.000000,14793574341.000000,381103828211.000000,561761061041.000000,,257000000000.000000,170908750000.000000,-429425588499.000000,,,-429425588499.000000,532875639.000000,6957029995.000000,5973067135.000000,567734128176.000000,2570000000.000000
12M 2024,,,25382932875.000000,2472399003.000000,,,2472399003.000000,283334860.000000,,,283334860.000000,679535523.000000,2059290936.000000,30877493197.000000,,443135263645.000000,,44801913409.000000,20000000000.000000,736129999.000000,508673307053.000000,539550800250.000000,,,194195600492.000000,22102776543.000000,,,22102776543.000000,2784464598.000000,6277822577.000000,,6277822577.000000,116640352437.000000,,18000000000.000000,,26077000000.000000,44077000000.000000,2313184337.000000,194195600492.000000,332367885931.000000,,204731800000.000000,,,204731800000.000000,105537994205.000000,22098091726.000000,332367885931.000000,526563486423.000000,,257000000000.000000,133988750000.000000,-422374244998.000000,,,-422374244998.000000,216026380.000000,44156782445.000000,12987313827.000000,539550800250.000000,2570000000.000000
