Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2013,0 B,(0 B),0 B,0.28
12M 2014,9 B,(4 B),6 B,38.67
12M 2015,8 B,(1 B),8 B,51.39
12M 2016,(5 B),(0 B),(5 B),-34.79
12M 2017,1 B,,1 B,6.98
12M 2018,0 B,(0 B),(0 B),-0.98
12M 2019,10 B,(0 B),10 B,65.31
12M 2020,0 B,(2 B),(1 B),-9.68
12M 2021,8 B,(1 B),7 B,46.77
12M 2022,3 B,(0 B),3 B,21.34
12M 2023,(4 B),(0 B),(4 B),-26.25
12M 2024,4 B,(0 B),4 B,23.82
