Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2016,569419992907.000000,-494725404379.000000,74694588528.000000,-38629505432.000000,-11921057780.000000,-24915696823.000000,-1792750829.000000,-38629505432.000000,36065083096.000000,4980660086.000000,5209132307.000000,-228472221.000000,4980660086.000000,41045743182.000000,-10908035858.000000,30137707324.000000,375616059314.000000,405753766638.000000,30137707324.000000,30137707324.000000,,30137707324.000000,405753766638.000000,405753766638.000000,,405753766638.000000
12M 2017,646087885410.000000,-576604310384.000000,69483575026.000000,-37306443932.000000,-12899611305.000000,-25907212952.000000,1500380325.000000,-37306443932.000000,32177131094.000000,-222979860.000000,2379402101.000000,-2602381961.000000,-222979860.000000,31954151234.000000,-10488314450.000000,21465836784.000000,-3136184831.000000,18329651953.000000,21465836784.000000,21465836784.000000,,21465836784.000000,18329651953.000000,18329651953.000000,,18329651953.000000
12M 2018,741055147778.000000,-634564636997.000000,106490510781.000000,-43953678620.000000,-15921912428.000000,-30882772700.000000,2851006508.000000,-43953678620.000000,62536832161.000000,-1670603674.000000,737479656.000000,-2408083330.000000,-1670603674.000000,60866228487.000000,-16889494487.000000,43976734000.000000,2297726023.000000,46274460023.000000,43976734000.000000,43976734000.000000,,43976734000.000000,46274460023.000000,46274460023.000000,,46274460023.000000
12M 2019,924654057926.0,-816531322315.0,108122735611.0,-60624040789.0,-21579494842.0,-43228785971.0,4184240024.0,-60624040789.0,47498694822.0,-7968831715.0,579018356.0,-8547850071.0,-7968831715.0,39529863107.0,-12073616141.0,27456246966.0,206788366446.0,234244613412.0,27456246966.0,26751221928.0,705025038.0,27456246966.0,234244613412.0,213921536558.0,20323076854.0,234244613412.0
12M 2020,1022101048870.0,-921154417190.0,100946631680.0,-60890315562.0,-23295165608.0,-43125157613.0,5530007659.0,-60890315562.0,40056316118.0,-11435256252.0,353476043.0,-11788732295.0,-11435256252.0,28621059866.0,-10132359645.0,18488700221.0,-4811970170.0,13676730051.0,18488700221.0,17645908997.0,842791224.0,18488700221.0,13676730051.0,12964408612.0,712321439.0,13676730051.0
12M 2021,1047891188545.0,-946069813293.0,101821375252.0,-55441847349.0,-20695765720.0,-42953304960.0,8207223331.0,-55441847349.0,46379527903.0,-15280536485.0,326803566.0,-15607340051.0,-15280536485.0,31098991418.0,-8661405608.0,22437585810.0,5061146286.0,27498732096.0,22437585810.0,20585956453.0,1851629357.0,22437585810.0,27498732096.0,25683103600.0,1815628496.0,27498732096.0
12M 2022,1318100566433.0,-1178003160847.0,140097405586.0,-59907756907.0,-24401400202.0,-46828718550.0,11322361845.0,-59907756907.0,80189648679.0,-20681467293.0,146702536.0,-20828169829.0,-20681467293.0,59508181386.0,-15195095571.0,44313085815.0,94408657150.0,138721742965.0,44313085815.0,42165691215.0,2147394600.0,44313085815.0,138721742965.0,131503682215.0,7218060750.0,138721742965.0
12M 2023,1262896271398.0,-1119770835863.0,143125435535.0,-76320232662.0,-31973281429.0,-56074728928.0,11727777695.0,-76320232662.0,66805202873.0,-18121900095.0,825468713.0,-18947368808.0,-18121900095.0,48683302778.0,-10232094276.0,38451208502.0,-739211143.0,37711997359.0,38451208502.0,38081299888.0,369908614.0,38451208502.0,37711997359.0,37363113554.0,348883805.0,37711997359.0
12M 2024,1343155786865.0,-1219704752156.0,123451034709.0,-81595092659.0,-34186777040.0,-56815348245.0,9407032626.0,-81595092659.0,41855942050.0,-18313195172.0,333042214.0,-18646237386.0,-18313195172.0,23542746878.0,-5088590694.0,18454156184.0,6999229103.0,25453385287.0,18454156184.0,18078576903.0,375579281.0,18454156184.0,25453385287.0,25071652768.0,381732519.0,25453385287.0
