Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2016,18 B,(62 B),(43 B),-32.02
12M 2017,1 B,(28 B),(27 B),-20.06
12M 2018,30 B,(26 B),4 B,2.87
12M 2019,27 B,(39 B),(12 B),-8.68
12M 2020,65 B,(151 B),(86 B),-63.39
12M 2021,24 B,(95 B),(71 B),-52.55
12M 2022,(10 B),(79 B),(88 B),-65.31
12M 2023,117 B,(54 B),62 B,46.08
12M 2024,74 B,(89 B),(15 B),-11.22
