Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,(20 B),(15 B),(35 B),-86.99
12M 2019,(12 B),(21 B),(33 B),-5.54
12M 2020,(28 B),(52 B),(80 B),-13.36
12M 2021,(91 B),(19 B),(110 B),-18.28
12M 2022,(29 B),(23 B),(52 B),-8.59
12M 2023,(2 B),(63 B),(65 B),-10.81
12M 2024,(12 B),(3 B),(15 B),-2.55
