Period,Aset,Aset Lancar,Kas Dan Setara Kas,Deposito Berjangka,Investasi Jangka Pendek,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Piutang Lain-Lain,Investasi Jangka Panjang,Aset Tetap,Aset Pajak Tangguhan,Goodwill,Investasi Pada Entitas Asosiasi,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Pajak Tangguhan,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,6252543018.000000,,19717379431.000000,30662430088.000000,30662430088.000000,,30662430088.000000,2119606667.000000,,,2119606667.000000,3619584938.000000,13571292673.000000,75942836815.000000,,,,30564380068.000000,966053776.000000,,,39290931105.000000,70821364949.000000,146764201764.000000,,,22936243950.000000,9529122465.000000,,,9529122465.000000,769884083.000000,,,769884083.000000,2048092744.000000,4614216402.000000,,1294961592.000000,1294961592.000000,4679966664.000000,22936243950.000000,5458652009.000000,2209959.000000,,4652589779.000000,4652589779.000000,803852271.000000,5458652009.000000,28394895959.000000,,40000000000.000000,90280783725.000000,-12774511578.000000,,,-12774511578.000000,322971850.000000,540061808.000000,118369305805.000000,146764201764.000000,400000000.000000
12M 2019,,,222578845838.000000,,114418629540.000000,86714889104.000000,84700742834.000000,2014146270.000000,86714889104.000000,4421862507.000000,1571395840.000000,2850466667.000000,4421862507.000000,3876947838.000000,20039840880.000000,452051015707.000000,,,,43820763113.000000,1676358099.000000,,5202303207.000000,40055042946.000000,90754467365.000000,542805483072.000000,,,68778524408.000000,,54361282651.000000,618372250.000000,54979654901.000000,,393816819.000000,,393816819.000000,6890153187.000000,5032992456.000000,,1481907045.000000,1481907045.000000,,68778524408.000000,4538757778.000000,14703417.000000,,3233442734.000000,3233442734.000000,1290611627.000000,4538757778.000000,73317282186.000000,,60000000000.000000,408047183674.000000,-5849529216.000000,,,-5849529216.000000,2967931714.000000,4322614714.000000,469488200886.000000,542805483072.000000,6000000000.000000
12M 2020,,,176229181797.000000,,175390865318.000000,36598073657.000000,35039800887.000000,1558272770.000000,36598073657.000000,5951096732.000000,1702046732.000000,4249050000.000000,5951096732.000000,3103921362.000000,17539235881.000000,414812374747.000000,,,,87277199119.000000,8814254743.000000,,5194316759.000000,33965752299.000000,135251522920.000000,550063897667.000000,,,67337604159.000000,,34966485984.000000,930772250.000000,35897258234.000000,,593316387.000000,,593316387.000000,1997924803.000000,4452943812.000000,,3584834903.000000,3584834903.000000,20811326020.000000,67337604159.000000,11886471306.000000,72131453.000000,,10089759528.000000,10089759528.000000,1724580325.000000,11886471306.000000,79224075465.000000,,60000000000.000000,408047183674.000000,-5384308211.000000,,,-5384308211.000000,5730953363.000000,2445993376.000000,470839822202.000000,550063897667.000000,6000000000.000000
12M 2021,,,193678917314.000000,,296815529953.000000,79777901378.000000,79226630098.000000,551271280.000000,79777901378.000000,8480347104.000000,7943769392.000000,536577712.000000,8480347104.000000,3283656657.000000,18671431631.000000,600707784037.000000,,1712281200.000000,,81169393876.000000,18015467011.000000,,12298704402.000000,47538764890.000000,160734611379.000000,761442395416.000000,,,53752505979.000000,,6532771855.000000,259400000.000000,6792171855.000000,,1123415944.000000,,1123415944.000000,3791965728.000000,11652089142.000000,,3158400364.000000,3158400364.000000,27234462946.000000,53752505979.000000,8202633304.000000,90741131.000000,,6218261514.000000,6218261514.000000,1893630659.000000,8202633304.000000,61955139283.000000,,60000000000.000000,408047183674.000000,186492866066.000000,,,186492866066.000000,44788381035.000000,158825358.000000,699487256133.000000,761442395416.000000,6000000000.000000
12M 2022,,,66644695821.000000,47750000000.000000,262240697952.000000,110021380667.000000,109629806987.000000,391573680.000000,110021380667.000000,25952707114.000000,22398162351.000000,3554544763.000000,25952707114.000000,4045217595.000000,40558487609.000000,557213186758.000000,,1887720000.000000,77452681340.000000,71894139822.000000,16665552970.000000,,,48294692643.000000,216194786775.000000,773407973533.000000,,,48461373170.000000,,17058767812.000000,257400000.000000,17316167812.000000,,2141577203.000000,84457629.000000,2226034832.000000,7164168376.000000,10664200405.000000,,2990013608.000000,2990013608.000000,8100788137.000000,48461373170.000000,10621813984.000000,38685127.000000,,8653844218.000000,8653844218.000000,1929284639.000000,10621813984.000000,59083187154.000000,,60000000000.000000,408047183674.000000,200204978443.000000,,,200204978443.000000,45989205359.000000,83418903.000000,714324786379.000000,773407973533.000000,6000000000.000000
12M 2023,,,40530111117.000000,,353684815742.000000,97489725471.000000,97037847991.000000,451877480.000000,97489725471.000000,27689330272.000000,22268435442.000000,5420894830.000000,27689330272.000000,6875575840.000000,26282922935.000000,552552481377.000000,,,,124797728104.000000,15133667386.000000,,15502590297.000000,103107900666.000000,258541886453.000000,811094367830.000000,,,67494643695.000000,,31651255222.000000,1271278264.000000,32922533486.000000,1744080137.000000,,,1744080137.000000,4564165979.000000,5724889605.000000,,10812208409.000000,10812208409.000000,11726766079.000000,67494643695.000000,16403209209.000000,177238924.000000,,13229204331.000000,13229204331.000000,2996765954.000000,16403209209.000000,83897852904.000000,,60000000000.000000,408047183674.000000,196174256064.000000,,,196174256064.000000,62944192514.000000,30882674.000000,727196514926.000000,811094367830.000000,6000000000.000000
12M 2024,,,45489572732.000000,,327367252790.000000,107487806719.000000,106898911302.000000,588895417.000000,107487806719.000000,29845286133.000000,20384710497.000000,9460575636.000000,29845286133.000000,9562027411.000000,49267929308.000000,569019875093.000000,,,,105754691104.000000,16556842027.000000,,15797109750.000000,87078910610.000000,225187553491.000000,794207428584.000000,,,84128113404.000000,,27330325719.000000,1337129347.000000,28667455066.000000,2650157575.000000,,,2650157575.000000,9681782487.000000,19540667718.000000,,3285012370.000000,3285012370.000000,20303038188.000000,84128113404.000000,20508589872.000000,1672183392.000000,,15278949503.000000,15278949503.000000,3557456977.000000,20508589872.000000,104636703276.000000,,60000000000.000000,408047183674.000000,155353654309.000000,,,155353654309.000000,64769871934.000000,1400015391.000000,689570725308.000000,794207428584.000000,6000000000.000000
