Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2010,0.00,99.97,0.00,99.56,0 B,232 B,232 B,204 B,68 B
12M 2011,0.00,101.06,0.00,100.64,1 B,451 B,452 B,448 B,55 B
12M 2012,0.00,100.56,0.00,100.39,353 B,20 B,373 B,367 B,(320 B)
12M 2013,0.97,102.61,0.98,102.52,12 B,109 B,121 B,117 B,(93 B)
12M 2014,0.50,99.39,0.50,99.29,50 B,97 B,148 B,147 B,(161 B)
12M 2015,0.58,86.40,0.58,86.40,49 B,116 B,165 B,165 B,(174 B)
12M 2016,0.59,84.47,0.59,84.47,49 B,116 B,165 B,164 B,(198 B)
12M 2017,0.78,64.33,0.78,64.33,165 B,,165 B,165 B,(343 B)
12M 2018,0.90,55.74,0.90,55.74,81 B,510 B,590 B,589 B,61 B
12M 2019,1.22,40.85,1.22,40.85,267 B,315 B,581 B,581 B,(356 B)
12M 2020,2.85,17.54,2.85,17.54,290 B,285 B,576 B,575 B,(207 B)
12M 2021,5.35,9.35,5.35,9.35,251 B,108 B,359 B,356 B,(435 B)
