Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2011,9 B,(180 B),(171 B),-85.59
12M 2012,8 B,(246 B),(238 B),-47.58
12M 2013,18 B,(246 B),(229 B),-25.42
12M 2014,(15 B),(25 B),(40 B),-4.41
12M 2015,(32 B),0 B,(32 B),-3.54
12M 2016,22 B,(22 B),(0 B),-0.00
12M 2017,6 B,(6 B),(0 B),-0.01
12M 2018,(127 B),(3 B),(129 B),-14.39
12M 2019,(38 B),(2 B),(40 B),-4.49
12M 2020,16 B,(0 B),16 B,1.83
12M 2021,14 B,(0 B),14 B,1.54
