Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2021,,,,,,,,,,,,,18.33,,1.12
12M 2022,45.38,142.72,16.21,171.89,8.04,,2.56,,4.28,,1.34,,15.52,,1.14
12M 2023,68.73,483.06,44.54,507.25,5.31,,0.76,,2.52,,0.61,,7.01,,1.13
12M 2024,65.06,322.09,22.74,364.41,5.61,4.85,1.13,1.03,4.58,4.78,0.82,0.76,2.85,2.85,1.46
