Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2021,0.80 B,4.17,0.00,0.00,24.47 B,1.27%,3.30%,23.27%,1.59
12M 2022,0.80 B,6.51,0.00,0.00,33.25 B,1.69%,4.85%,17.52%,1.66
12M 2023,0.80 B,2.18,0.00,0.00,29.92 B,0.51%,1.60%,15.77%,1.23
12M 2024,1.39 B,0.25,284.00,0.31,31.05 B,0.08%,0.19%,14.99%,1.27
