Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Pajak Tangguhan,Persediaan,Investasi Jangka Panjang,Tanah Untuk Dikembangkan,Aset Tetap,Aset Tak Berwujud,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Beban Akrual,Utang Pajak,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Sewa Pembiayaan,Utang Bank Jangka Panjang,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Sewa Pembiayaan,Utang Bank Jangka Panjang,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2019,,,13705958277.000000,3467146042.000000,3467146042.000000,3467146042.000000,2963997238.000000,2901970644.000000,62026594.000000,2963997238.000000,165561748721.000000,2780784284.000000,188479634562.000000,,5526867878.000000,,929353648.000000,7803206338.000000,102205787866.000000,172336334.000000,1254475806.000000,117892027870.000000,306371662432.000000,,,182404548302.000000,13750000000.000000,,5086335697.000000,5086335697.000000,,19644315151.000000,8465104992.000000,28109420143.000000,4197358496.000000,1921979099.000000,,185502376.000000,27200000000.000000,27385502376.000000,101953952491.000000,182404548302.000000,64083082676.000000,,726215977.000000,61002900122.000000,61729116099.000000,2353966577.000000,64083082676.000000,246487630978.000000,,5000000000.000000,16612973354.000000,35642708663.000000,,35642708663.000000,35642708663.000000,,-371650563.000000,56884031454.000000,303371662432.000000,5000.000000
12M 2020,,,6806666703.000000,1771149351.000000,1771149351.000000,1771149351.000000,5615407646.000000,5549269015.000000,66138631.000000,5615407646.000000,157672145328.000000,1478543558.000000,173343912586.000000,,6054787544.000000,,1060139867.000000,7946344280.000000,95232086644.000000,73333334.000000,1179694898.000000,111546386567.000000,284890299153.000000,,,119460963889.000000,13750000000.000000,,3435139370.000000,3435139370.000000,,19329061215.000000,4766666667.000000,24095727882.000000,2121168968.000000,2245452714.000000,,237830012.000000,18200000000.000000,18437830012.000000,55375644943.000000,119460963889.000000,64214292132.000000,,773394341.000000,60802000007.000000,61575394348.000000,2638897784.000000,64214292132.000000,183675256021.000000,,5000000000.000000,16612973354.000000,79924742044.000000,,79924742044.000000,79924742044.000000,,-322672266.000000,101215043132.000000,284890299153.000000,5000.000000
12M 2021,,,15371438044.000000,2337501758.000000,2337501758.000000,2337501758.000000,100112694.000000,41212707.000000,58899987.000000,100112694.000000,144440016753.000000,3646030320.000000,165895099569.000000,,6432154646.000000,,,5390163430.000000,87704008796.000000,48862917.000000,1104913989.000000,100680103778.000000,266575203347.000000,,,82352288850.000000,10000000000.000000,,8759043550.000000,8759043550.000000,,7001542992.000000,7740247447.000000,14741790439.000000,2794613459.000000,2248516766.000000,,278903095.000000,14100000000.000000,14378903095.000000,29429421541.000000,82352288850.000000,61414852508.000000,,650889258.000000,58502000007.000000,59152889265.000000,2261963243.000000,61414852508.000000,143767141358.000000,,100900000000.000000,16612973354.000000,5362722153.000000,3000000000.000000,2362722153.000000,5362722153.000000,,-67633518.000000,122808061989.000000,266575203347.000000,5045000000.000000
12M 2022,,,71940833468.000000,4182451982.000000,4182451982.000000,4182451982.000000,55958218.000000,,55958218.000000,55958218.000000,144798470088.000000,3639452468.000000,224617166224.000000,,6418342193.000000,,,909318000.000000,84499678124.000000,11564583.000000,1030132978.000000,92869035878.000000,317486202102.000000,,,65614570910.000000,,,5465805303.000000,5465805303.000000,,5836901097.000000,9524477429.000000,15361378526.000000,4351329853.000000,2009976694.000000,,405451186.000000,19620000000.000000,20025451186.000000,18400629348.000000,65614570910.000000,40666255095.000000,,1056692055.000000,38682000007.000000,39738692062.000000,927563033.000000,40666255095.000000,106280826005.000000,,107700000000.000000,75353358446.000000,28237234998.000000,3000000000.000000,25237234998.000000,28237234998.000000,,-85217347.000000,211205376097.000000,317486202102.000000,5385000000.000000
12M 2023,,,40717487276.000000,4857336285.000000,4857336285.000000,4857336285.000000,54947627.000000,,54947627.000000,54947627.000000,203515302447.000000,29223626541.000000,278368700176.000000,,2626738663.000000,,,909318000.000000,78998570789.000000,7599579.000000,955351966.000000,83497578997.000000,361866279173.000000,,,91499138480.000000,,,13881365583.000000,13881365583.000000,,,11978612203.000000,11978612203.000000,7064820056.000000,10033627479.000000,,600852987.000000,22120000000.000000,22720852987.000000,25819860172.000000,91499138480.000000,43966289695.000000,,834934934.000000,42488000007.000000,43322934941.000000,643354754.000000,43966289695.000000,135465428175.000000,,107700184020.000000,75355474676.000000,43551698863.000000,3000000000.000000,40551698863.000000,43551698863.000000,,-206506561.000000,226400850998.000000,361866279173.000000,5385009201.000000
12M 2024,,,27308639170.000000,3165074575.000000,3165074575.000000,3165074575.000000,53843700.000000,,53843700.000000,53843700.000000,287236957541.000000,82161093922.000000,399925608908.000000,,2921937820.000000,,,909318000.000000,74655561356.000000,3634575.000000,880571053.000000,79371022804.000000,479296631712.000000,,,104858269005.000000,,,9746481008.000000,9746481008.000000,,,12665067629.000000,12665067629.000000,5552485121.000000,8926671436.000000,,457816710.000000,23618000007.000000,24075816717.000000,43891747094.000000,104858269005.000000,135171895445.000000,,661354938.000000,133900000000.000000,134561354938.000000,610540507.000000,135171895445.000000,240030164450.000000,,107700384020.000000,75357774676.000000,56292339947.000000,9300000000.000000,46992339947.000000,56292339947.000000,,-84031381.000000,239266467262.000000,479296631712.000000,5385019201.000000
