Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2019,31 B,(4 B),27 B,5369188.67
12M 2020,7 B,(1 B),6 B,1139060.96
12M 2021,21 B,(0 B),20 B,4.04
12M 2022,26 B,(9 B),17 B,3.21
12M 2023,(4 B),(2 B),(6 B),-1.12
12M 2024,(56 B),(3 B),(59 B),-10.94
