Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2019,(82 B),(2 B),(84 B),-72.25
12M 2020,(23 B),(15 B),(37 B),-22.46
12M 2021,186 B,(9 B),178 B,90.66
12M 2022,149 B,(1 B),148 B,39.67
12M 2023,(318 B),(74 B),(392 B),-89.74
12M 2024,(432 B),(275 B),(707 B),-45.36
