Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2019,1.24,1.24,1.23,4.5,0.0,0.0,1.1,0.27,3.39
12M 2020,1.43,1.43,0.73,3.07,0.0,0.0,0.64,0.01,2.02
12M 2021,1.47,1.47,0.42,3.08,0.0,0.0,0.11,0.14,2.0
12M 2022,1.41,1.41,0.31,3.43,0.0,0.0,-0.08,0.0,2.4
12M 2023,1.49,1.49,0.56,3.16,0.0,0.0,0.36,0.0,2.13
12M 2024,1.85,1.85,0.59,2.18,0.0,0.0,0.52,0.0,1.13
