Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Aset Eksplorasi Dan Evaluasi,Properti Pertambangan,Aset Tak Berwujud,Investasi Pada Entitas Asosiasi,Aset Pajak Tangguhan,Goodwill,Adjustment,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Pembiayaan,Utang Usaha,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Beban Akrual,Utang Pajak,Utang Obligasi,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Sewa Pembiayaan,Utang Pembiayaan Konsumen,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Obligasi,Utang Pembiayaan Konsumen,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Adjustment,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2019,,,17865538482.000000,173591262057.000000,168211502263.000000,5379759794.000000,173591262057.000000,1422230482.000000,353387408.000000,1068843074.000000,1422230482.000000,386989329014.000000,579868360035.000000,,19858985418.000000,1741923743.000000,,6326235.000000,,1745357738.000000,11180454100.000000,,23696432628.000000,58229479862.000000,638097839897.000000,,,468809364197.000000,130521148437.000000,28660000000.000000,,249510139542.000000,249510139542.000000,,730000968.000000,,730000968.000000,2201652800.000000,3743283274.000000,,,3000000000.000000,1169350917.000000,332226258.000000,4501577175.000000,48941562001.000000,468809364197.000000,11724053573.000000,,9750000000.000000,,505620000.000000,,10255620000.000000,1468433573.000000,11724053573.000000,480533417770.000000,,58200000000.000000,,83614280832.000000,,,83614280832.000000,15750141295.000000,,,157564422127.000000,638097839897.000000,1164000000.000000
12M 2020,,,20311835657.000000,124806896721.000000,124806896721.000000,,124806896721.000000,656931525.000000,456931525.000000,200000000.000000,656931525.000000,480290187513.000000,626065851416.000000,,15710253794.000000,8568454544.000000,,3025063.000000,,1225280750.000000,11180454100.000000,,23246557628.000000,59934025879.000000,685999877295.000000,,,438247567095.000000,138077500000.000000,12000000000.000000,,188403694010.000000,188403694010.000000,,,,,776874953.000000,5639206353.000000,,,2750000000.000000,769350917.000000,1162930597.000000,4682281514.000000,88668010265.000000,438247567095.000000,12059805180.000000,,7000000000.000000,,1291204232.000000,,8291204232.000000,3768600948.000000,12059805180.000000,450307372275.000000,,83200000000.000000,25770000000.000000,114463006726.000000,,,114463006726.000000,12259498294.000000,,,235692505020.000000,685999877295.000000,1664000000.000000
12M 2021,,,123619057777.000000,111538257697.000000,111538257697.000000,,111538257697.000000,21168823440.000000,15536043998.000000,5632779442.000000,21168823440.000000,905692828101.000000,1162018967015.000000,,23247255600.000000,13601679282.000000,,,,1569909010.000000,11364670767.000000,,25282066181.000000,75065580840.000000,1237084547855.000000,,,792866256293.000000,126421333333.000000,32465000000.000000,,534324618978.000000,534324618978.000000,,6461978577.000000,,6461978577.000000,239861297.000000,40881659470.000000,,,2750000000.000000,,1215159606.000000,3965159606.000000,48106645032.000000,792866256293.000000,10036278253.000000,,4000000000.000000,,1051168364.000000,,5051168364.000000,4985109889.000000,10036278253.000000,802902534546.000000,,97975733400.000000,110655161832.000000,192909148026.000000,,,192909148026.000000,32641970051.000000,,,434182013309.000000,1237084547855.000000,1959514668.000000
12M 2022,,,388545087523.000000,278618657554.000000,278618657554.000000,,278618657554.000000,82101929594.000000,59535981121.000000,22565948473.000000,82101929594.000000,2563275987674.000000,3312541662345.000000,,19547007869.000000,8601679282.000000,,,,2879037969.000000,11364670767.000000,,15560953730.000000,57953349617.000000,3370495011962.000000,,,2344203788141.000000,248187166667.000000,52475000000.000000,,579099580354.000000,579099580354.000000,,100276685609.000000,2756850917.000000,103033536526.000000,2229087256.000000,75665574303.000000,,,,3244449742.000000,1196577051.000000,4441026793.000000,1279072816242.000000,2344203788141.000000,14158341904.000000,,,,3073864604.000000,5091889658.000000,8165754262.000000,5992587642.000000,14158341904.000000,2358362130045.000000,,186365084250.000000,22764670982.000000,770521165484.000000,10000000000.000000,760521165484.000000,770521165484.000000,28956019605.000000,,3525941596.000000,1012132881917.000000,3370495011962.000000,3727301685.000000
12M 2023,,,295962651657.000000,481386922659.000000,481386922659.000000,,481386922659.000000,60826337499.000000,57704303121.000000,3122034378.000000,60826337499.000000,3583629416313.000000,4421805328128.000000,,116879882543.000000,3513790000.000000,,,3769574022.000000,3606956044.000000,11180454100.000000,,16092762041.000000,155043418750.000000,4576848746878.000000,,,2967417034393.000000,642087028240.000000,52500000000.000000,,340019904140.000000,340019904140.000000,,248625909115.000000,2756850917.000000,251382760032.000000,1221307387.000000,90976788113.000000,,,,4265156045.000000,1783453951.000000,6048609996.000000,1583180636485.000000,2967417034393.000000,127663918308.000000,,110000000000.000000,,2832102494.000000,1346687639.000000,114178790133.000000,13485128175.000000,127663918308.000000,3095080952701.000000,,218216785300.000000,585270556359.000000,644364183790.000000,30000000000.000000,614364183790.000000,644364183790.000000,31889428227.000000,,2026840501.000000,1481767794177.000000,4576848746878.000000,4364335706.000000
12M 2024,,,150244231902.000000,301196597453.000000,301196597453.000000,,301196597453.000000,139713735439.000000,139713735439.000000,,139713735439.000000,3621088279987.000000,4212242844781.000000,,353431852831.000000,,25290264083.000000,,4160330224.000000,5192310343.000000,11180454100.000000,,26708400806.000000,425963612387.000000,4638206457168.000000,,,2280870003804.000000,981767072258.000000,,,522612613558.000000,522612613558.000000,,140634427240.000000,112841911977.000000,253476339217.000000,6870149357.000000,100509593603.000000,110000000000.000000,,54770025200.000000,2136927361.000000,3113050350.000000,60020002911.000000,245614232900.000000,2280870003804.000000,116200269500.000000,,6793285100.000000,90000000000.000000,1958201670.000000,487300462.000000,99238787232.000000,16961482268.000000,116200269500.000000,2397070273304.000000,,779345471900.000000,24141869759.000000,1182628798461.000000,50000000000.000000,1132628798461.000000,1182628798461.000000,115166554542.000000,,139853489202.000000,2241136183864.000000,4638206457168.000000,15586909438.000000
