Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2012,0.00,138.02,0.00,138.02,46 B,11 B,57 B,55 B,(47 B)
12M 2013,0.00,144.57,0.00,144.57,42 B,17 B,59 B,58 B,(46 B)
12M 2014,0.26,781.69,0.26,781.69,33 B,6 B,39 B,22 B,(24 B)
12M 2015,0.16,777.00,0.16,777.00,18 B,5 B,23 B,6 B,(0 B)
12M 2016,0.31,715.29,0.31,715.29,27 B,1 B,28 B,10 B,(0 B)
12M 2017,0.16,605.38,0.16,605.38,8 B,,8 B,(10 B),11 B
12M 2018,0.14,765.84,0.14,765.84,10 B,6 B,16 B,(1 B),13 B
12M 2019,0.18,746.21,0.18,746.21,9 B,6 B,15 B,(1 B),21 B
12M 2020,0.32,623.30,0.32,623.30,11 B,5 B,15 B,15 B,(5 B)
12M 2021,0.37,548.66,0.37,548.66,10 B,2 B,12 B,11 B,0 B
12M 2022,0.39,487.74,0.39,487.74,8 B,0 B,8 B,7 B,(6 B)
12M 2023,0.21,875.94,0.21,875.94,7 B,,7 B,6 B,(3 B)
12M 2024,0.20,828.21,0.20,828.21,6 B,0 B,6 B,5 B,(5 B)
