Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,2.56,87.98,2.56,87.98,84 B,,84 B,55 B,(56 B)
12M 2009,5.53,115.65,5.53,115.65,,68 B,68 B,29 B,44 B
12M 2010,9.57,169.31,9.57,169.31,57 B,122 B,179 B,163 B,45 B
12M 2011,4.74,213.17,4.74,213.17,35 B,89 B,124 B,109 B,53 B
12M 2012,5.42,354.51,5.42,354.51,33 B,58 B,91 B,52 B,93 B
12M 2013,4.46,448.85,4.46,448.85,47 B,44 B,91 B,68 B,88 B
12M 2014,2.74,501.44,2.76,498.74,36 B,23 B,59 B,30 B,84 B
12M 2015,1.82,556.65,1.83,554.95,79 B,91 B,170 B,146 B,77 B
12M 2016,1.53,651.62,1.54,650.62,55 B,149 B,204 B,169 B,124 B
12M 2017,1.23,717.09,1.23,716.74,79 B,125 B,205 B,179 B,49 B
12M 2018,1.13,816.95,1.13,813.34,90 B,84 B,174 B,72 B,102 B
12M 2019,1.09,962.77,1.09,955.29,15 B,11 B,26 B,(103 B),176 B
12M 2020,1.23,1187.51,1.24,1180.93,5 B,4 B,8 B,(330 B),362 B
12M 2021,2.00,1644.05,2.01,1640.36,2 B,2 B,4 B,(376 B),405 B
12M 2022,3.17,2262.83,3.17,2261.23,2 B,1 B,2 B,(375 B),561 B
12M 2023,3.30,2932.39,3.30,2932.11,1 B,0 B,1 B,(753 B),931 B
12M 2024,2.38,3828.64,2.38,3828.63,0 B,0 B,0 B,(858 B),"1,168 B"
