Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Laba (Rugi) Selisih Kurs,Bagian Atas Hasil Bersih Entitas Asosiasi,Adjustment,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Adjustment,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Final,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Dari Operasi Yang Dilanjutkan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Others,Total Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Adjustment,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2018,408608024988.000000,-209189790739.000000,199418234249.000000,-81172273703.000000,-2391818819.000000,-71615816544.000000,464609001.000000,,,-7629247341.000000,-81172273703.000000,118245960546.000000,-23933277129.000000,3677375928.000000,-27610653057.000000,,-23933277129.000000,94312683417.000000,-22082322422.000000,-15879792222.000000,-10070132576.000000,3867602376.000000,-22082322422.000000,72230360995.000000,72230360995.000000,1692876820.000000,1692876820.000000,1692876820.000000,73923237815.000000,72230360995.000000,72230539935.000000,-178940.000000,72230360995.000000,73923237815.000000,73923413190.000000,-175375.000000,,73923237815.000000
12M 2019,382098118077.000000,-171096255956.000000,211001862121.000000,-114110072624.000000,-2023461942.000000,-101035531430.000000,-3194479799.000000,,,-7856599453.000000,-114110072624.000000,96891789497.000000,-18815259458.000000,10761320690.000000,-29576580148.000000,,-18815259458.000000,78076530039.000000,-23432890350.000000,-18112040367.000000,-10817004481.000000,5496154498.000000,-23432890350.000000,54643639689.000000,54643639689.000000,97072058.000000,97072058.000000,97072058.000000,54740711747.000000,54643639689.000000,54642632501.000000,1007188.000000,54643639689.000000,54740711747.000000,54739698082.000000,1013665.000000,,54740711747.000000
12M 2020,231624097738.000000,-117497826634.000000,114126271104.000000,-93996031921.000000,-897063780.000000,-80697922205.000000,-23143054587.000000,-1982230045.000000,,12724238696.000000,-93996031921.000000,20130239183.000000,1236206887.000000,43909665731.000000,-42673458844.000000,,1236206887.000000,21366446070.000000,-3927983775.000000,-11403539272.000000,,7475555497.000000,-3927983775.000000,17438462295.000000,17438462295.000000,86311628.000000,86311628.000000,86311628.000000,17524773923.000000,17438462295.000000,17438015355.000000,446940.000000,17438462295.000000,17524773923.000000,17524324733.000000,449190.000000,,17524773923.000000
12M 2021,203197973528.000000,-114328880111.000000,88869093417.000000,-56461842758.000000,-80410112.000000,-67263430871.000000,4523487693.000000,-1297376211.000000,,7655886743.000000,-56461842758.000000,32407250659.000000,10504891305.000000,47684704522.000000,-37179813217.000000,,10504891305.000000,42912141964.000000,-7064786752.000000,-10271546237.000000,-184074389.000000,3390833874.000000,-7064786752.000000,35847355212.000000,35847355212.000000,3347657641.000000,3347657641.000000,3347657641.000000,39195012853.000000,35847355212.000000,35848544003.000000,-1188791.000000,35847355212.000000,39195012853.000000,39196174465.000000,-1161612.000000,,39195012853.000000
12M 2022,330487533012.000000,-144502435949.000000,185985097063.000000,17147401231.000000,-295844493.000000,-84056482051.000000,-39361477109.000000,1550235733.000000,,139310969151.000000,17147401231.000000,203132498294.000000,-23460553114.000000,13006704972.000000,-36467258086.000000,,-23460553114.000000,179671945180.000000,-24622165350.000000,-15787551908.000000,-4644781242.000000,-4189832200.000000,-24622165350.000000,155049779830.000000,155049779830.000000,1672306686.000000,1672306686.000000,1672306686.000000,156722086516.000000,155049779830.000000,155050261621.000000,-481791.000000,155049779830.000000,156722086516.000000,156722547458.000000,-460942.000000,,156722086516.000000
12M 2023,360929836864.000000,-170129201566.000000,190800635298.000000,-39295260811.000000,-1134723045.000000,-99540997828.000000,-455779010.000000,3054072392.000000,,58782166680.000000,-39295260811.000000,151505374487.000000,-36944033357.000000,5848815340.000000,-42792848697.000000,,-36944033357.000000,114561341130.000000,-22169110711.000000,-18556555844.000000,-934709648.000000,-2677845219.000000,-22169110711.000000,92392230419.000000,92392230419.000000,1897264466.000000,1897264466.000000,1897264466.000000,94289494885.000000,92392230419.000000,92696370089.000000,-304139670.000000,92392230419.000000,94289494885.000000,94498014454.000000,-208519569.000000,,94289494885.000000
12M 2024,486591217349.000000,-244826363973.000000,241764853376.000000,-118198527931.000000,-758951910.000000,-101545210715.000000,-9704717.000000,2931754988.000000,,-18816415577.000000,-118198527931.000000,123566325445.000000,-70571046784.000000,983317766.000000,-71554364550.000000,,-70571046784.000000,52995278661.000000,-19176727503.000000,-19611339260.000000,-389301829.000000,823913586.000000,-19176727503.000000,33818551158.000000,33818551158.000000,2490504262.000000,2490504262.000000,2490504262.000000,36309055420.000000,33818551158.000000,35255764325.000000,-1437213167.000000,33818551158.000000,36309055420.000000,37722275219.000000,-1413219799.000000,,36309055420.000000
