Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Investasi Jangka Panjang,Obligasi Konversi,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Aset Tetap,Properti Investasi,Aset Tak Berwujud,Tanah Untuk Dikembangkan,Aset Pajak Tangguhan,Goodwill,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Berelasi,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Beban Akrual,Utang Pajak,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank,Utang Pembiayaan Konsumen,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank,Utang Pembiayaan Konsumen,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Obligasi Konversi,Adjustment,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Adjustment,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,35361776844.000000,75339113411.000000,75339113411.000000,,75339113411.000000,2720291872.000000,,2720291872.000000,2720291872.000000,260573845470.000000,40480597992.000000,414475625589.000000,,,,188003220893.000000,187789710259.000000,213510634.000000,188003220893.000000,590326508818.000000,359332093375.000000,724945716.000000,96569117606.000000,4143573344.000000,,21266937876.000000,1260366397628.000000,1674842023217.000000,,,462564590846.000000,,565423481.000000,55641482777.000000,56206906258.000000,,,29085248097.000000,29085248097.000000,78834558110.000000,17832410518.000000,,209145204419.000000,485122606.000000,209630327025.000000,70975140838.000000,462564590846.000000,995594799373.000000,,55483453400.000000,288001378.000000,55771454778.000000,,184297998166.000000,1912378730.000000,186210376896.000000,750000000000.000000,,3612967699.000000,995594799373.000000,1458159390219.000000,,114600000000.000000,26765142540.000000,71338017081.000000,51974302244.000000,19363714837.000000,71338017081.000000,273510893.000000,319322483.000000,3386640001.000000,216682632998.000000,1674842023217.000000,1146000000.000000
12M 2019,,,35550309995.000000,43530308747.000000,43500308747.000000,30000000.000000,43530308747.000000,4412523155.000000,5287306.000000,4407235849.000000,4412523155.000000,262101872319.000000,54767180881.000000,400362195097.000000,,219635879000.000000,,199835989368.000000,199653052027.000000,182937341.000000,199835989368.000000,557692350959.000000,324115735920.000000,532256151.000000,107725284912.000000,9648820525.000000,,506030270793.000000,1925216587628.000000,2325578782725.000000,,,327204702975.000000,,1051634245.000000,37567929254.000000,38619563499.000000,,,30055966590.000000,30055966590.000000,81796877803.000000,42053566145.000000,,59277715507.000000,289228696.000000,59566944203.000000,75111784735.000000,327204702975.000000,322754305467.000000,,305205737550.000000,,305205737550.000000,,10496570501.000000,699402903.000000,11195973404.000000,,,6352594513.000000,322754305467.000000,649959008442.000000,,201052640000.000000,1344508932078.000000,126299972065.000000,66420410232.000000,59879561833.000000,126299972065.000000,274524558.000000,,3483705582.000000,1675619774283.000000,2325578782725.000000,2010526400.000000
12M 2020,,,31955088359.000000,56309539776.000000,56159539776.000000,150000000.000000,56309539776.000000,39586325606.000000,5287306.000000,39581038300.000000,39586325606.000000,261695815317.000000,35835218221.000000,425381987279.000000,,378014268000.000000,,214439728575.000000,214174419959.000000,265308616.000000,214439728575.000000,527234567365.000000,298138511724.000000,209536255.000000,108013208913.000000,17246968534.000000,,504360638272.000000,2047657427638.000000,2473039414917.000000,,,336323158224.000000,,2739318074.000000,44260741965.000000,47000060039.000000,,,14320073224.000000,14320073224.000000,87088590044.000000,22969957857.000000,,105225667484.000000,476430325.000000,105702097809.000000,59242379251.000000,336323158224.000000,444155775141.000000,,421933650559.000000,505008925.000000,422438659484.000000,,11700620585.000000,1255952244.000000,12956572829.000000,,,8760542828.000000,444155775141.000000,780478933365.000000,,201052640000.000000,1344508932078.000000,143153935342.000000,66420410232.000000,76733525110.000000,143153935342.000000,274959172.000000,,3570014960.000000,1692560481552.000000,2473039414917.000000,2010526400.000000
12M 2021,,,22171266678.000000,43676631602.000000,43305470526.000000,371161076.000000,43676631602.000000,75214131195.000000,5287306.000000,75208843889.000000,75214131195.000000,261373706104.000000,35403077878.000000,437838813457.000000,,382409334000.000000,,216853042324.000000,216853042324.000000,,216853042324.000000,501332446435.000000,271517144168.000000,61515788.000000,108225458913.000000,19723890591.000000,,502612282249.000000,2002735114468.000000,2440573927925.000000,,,303707083647.000000,,1170955944.000000,46713577047.000000,47884532991.000000,,,13804934319.000000,13804934319.000000,77356615252.000000,23728111383.000000,,82408996707.000000,346785932.000000,82755782639.000000,58177107063.000000,303707083647.000000,405111349873.000000,,385524000000.000000,184788925.000000,385708788925.000000,,11918276630.000000,1299988011.000000,13218264641.000000,,,6184296307.000000,405111349873.000000,708818433520.000000,,201052640000.000000,1344508932078.000000,179002479345.000000,66420410232.000000,112582069113.000000,179002479345.000000,273797560.000000,,6917645422.000000,1731755494405.000000,2440573927925.000000,2010526400.000000
12M 2022,,,29770766115.000000,40701427096.000000,40685227096.000000,16200000.000000,40701427096.000000,5147185064.000000,,5147185064.000000,5147185064.000000,250367956685.000000,49965191619.000000,375952526579.000000,,,,209816402392.000000,209816402392.000000,,209816402392.000000,480600464612.000000,909471964055.000000,10384109.000000,,15062382146.000000,91289962038.000000,501030162092.000000,2207281721444.000000,2583234248023.000000,,,254137534883.000000,,,32549872514.000000,32549872514.000000,,,7971233267.000000,7971233267.000000,77896792265.000000,14573434079.000000,,36000000000.000000,92622702.000000,36092622702.000000,85053580056.000000,254137534883.000000,428962395080.000000,,391881000000.000000,87498400.000000,391968498400.000000,,22825558734.000000,8230821345.000000,31056380079.000000,,,5937516601.000000,428962395080.000000,683099929963.000000,,201052640000.000000,1358996202078.000000,334052740966.000000,88006248604.000000,246046492362.000000,334052740966.000000,371386230.000000,,5661348786.000000,1900134318060.000000,2583234248023.000000,2010526400.000000
12M 2023,,,20786641210.000000,59230900186.000000,58786900186.000000,444000000.000000,59230900186.000000,17039997158.000000,,17039997158.000000,17039997158.000000,610352296743.000000,62179047070.000000,769588882367.000000,,,,75003199020.000000,75003199020.000000,,75003199020.000000,480879676725.000000,946551361115.000000,,,13294690705.000000,91289962038.000000,868580636945.000000,2475599526548.000000,3245188408915.000000,,,397257866578.000000,,,43894247564.000000,43894247564.000000,,,6879479765.000000,6879479765.000000,53387767990.000000,6718974151.000000,,120630277180.000000,87494400.000000,120717771580.000000,165659625528.000000,397257866578.000000,847301014060.000000,,777881000000.000000,,777881000000.000000,,,63905997339.000000,63905997339.000000,,,5514016721.000000,847301014060.000000,1244558880638.000000,,201052640000.000000,1336512676398.000000,426749111055.000000,88006248604.000000,338742862451.000000,426749111055.000000,25923579162.000000,,10391521662.000000,2000629528277.000000,3245188408915.000000,2010526400.000000
12M 2024,,,99163173109.000000,38027838870.000000,38027838870.000000,,38027838870.000000,17669375305.000000,,17669375305.000000,17669375305.000000,1148796174315.000000,56838467789.000000,1360495029388.000000,,,,,,,,473943258834.000000,1688234096800.000000,,,13953571096.000000,120586730565.000000,808864994429.000000,3105582651724.000000,4466077681112.000000,,,1047636425565.000000,,,156019427982.000000,156019427982.000000,,,9119027246.000000,9119027246.000000,50755341514.000000,6208244300.000000,,87243682506.000000,242185140.000000,87485867646.000000,738048516877.000000,1047636425565.000000,1381499433489.000000,,1327138020825.000000,380696571.000000,1327518717396.000000,,,46961749950.000000,46961749950.000000,,,7018966143.000000,1381499433489.000000,2429135859054.000000,,201052640000.000000,1336516015385.000000,462004821419.000000,88006248604.000000,373998572815.000000,462004821419.000000,24510258736.000000,,12858086518.000000,2036941822058.000000,4466077681112.000000,2010526400.000000
