Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,141 B,(32 B),109 B,95.39
12M 2019,147 B,(13 B),133 B,66.36
12M 2020,41 B,(3 B),38 B,18.76
12M 2021,94 B,(2 B),93 B,46.01
12M 2022,130 B,(225 B),(95 B),-47.34
12M 2023,43 B,(625 B),(582 B),-289.32
12M 2024,37 B,(24 B),12 B,6.16
