Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2019,3.29 B,4.20,0.00,0.00,35.90 B,1.90%,2.74%,7.23%,2.09
12M 2020,3.87 B,5.12,60.94,13.50,48.73 B,2.48%,3.39%,3.91%,3.45
12M 2021,3.87 B,8.65,60.69,20.21,52.28 B,3.89%,5.44%,5.41%,3.88
12M 2022,3.87 B,9.27,76.05,19.80,59.58 B,3.71%,5.52%,6.00%,5.09
12M 2023,3.87 B,14.25,8.42,2.61,75.15 B,5.09%,7.82%,8.26%,7.26
12M 2024,3.87 B,15.16,6.73,1.93,98.33 B,4.40%,7.71%,8.52%,7.25
