Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2017,0 B,(55 B),(54 B),-9.05
12M 2018,9 B,(11 B),(2 B),-0.30
12M 2019,10 B,(45 B),(35 B),-4.43
12M 2020,(1 B),(3 B),(4 B),-0.44
12M 2021,(1 B),(4 B),(5 B),-0.67
12M 2022,(0 B),(2 B),(3 B),-0.31
12M 2023,4 B,(4 B),(0 B),-0.03
12M 2024,4 B,(0 B),4 B,0.49
