Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Pemasaran,Beban Umum Dan Administrasi,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Dari Operasi Yang Dilanjutkan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2017,300000000.000000,,300000000.000000,-187851746.000000,,-187851746.000000,,-187851746.000000,112148254.000000,1126576.000000,2326.000000,-875750.000000,2000000.000000,1126576.000000,113274830.000000,-14121313.000000,99153517.000000,99153517.000000,,99153517.000000,99153517.000000,97198991.000000,1954526.000000,99153517.000000,99153517.000000,97198991.000000,1954526.000000,99153517.000000
12M 2018,23017235774.000000,-4437308879.000000,18579926895.000000,-10500128158.000000,-1725753892.000000,-7062702934.000000,-1711671332.000000,-10500128158.000000,8079798737.000000,-2910567718.000000,1314689444.000000,-2978465754.000000,-1246791408.000000,-2910567718.000000,5169231019.000000,-2110035212.000000,3059195807.000000,3059195807.000000,,3059195807.000000,3059195807.000000,3057779319.000000,1416488.000000,3059195807.000000,3059195807.000000,3057779319.000000,1416488.000000,3059195807.000000
12M 2019,17788407151.000000,-4230399402.000000,13558007749.000000,-13859754558.000000,-461565921.000000,-11323011692.000000,-2075176945.000000,-13859754558.000000,-301746809.000000,5013117155.000000,6487090591.000000,-1051923416.000000,-422050020.000000,5013117155.000000,4711370346.000000,-1397209838.000000,3314160508.000000,3314160508.000000,,3314160508.000000,3314160508.000000,3297452528.000000,16707980.000000,3314160508.000000,3314160508.000000,3297452528.000000,16707980.000000,3314160508.000000
12M 2020,1628481178.000000,-2008396883.000000,-379915705.000000,-4802219369.000000,-98060012.000000,-3921990839.000000,-782168518.000000,-4802219369.000000,-5182135074.000000,5667244902.000000,4793636003.000000,-59785571.000000,933394470.000000,5667244902.000000,485109828.000000,422080647.000000,907190475.000000,907190475.000000,,907190475.000000,907190475.000000,900703102.000000,6487373.000000,907190475.000000,907190475.000000,900703102.000000,6487373.000000,907190475.000000
12M 2021,1806154116.0,-1857183204.0,-51029088.0,-6227327844.0,-100395672.0,-5055668422.0,-1071263750.0,-6227327844.0,-6278356932.0,1413457280.0,2062059643.0,-244879279.0,-403723084.0,1413457280.0,-4864899652.0,-1109499552.0,-5974399204.0,-5974399204.0,274860.0,-5974124344.0,-5974399204.0,-5971492384.0,-2906820.0,-5974399204.0,-5974124344.0,-5971217524.0,-2906820.0,-5974124344.0
12M 2022,4876773323.0,-2111964725.0,2764808598.0,-6014704044.0,-31133228.0,-4619235094.0,-1364335722.0,-6014704044.0,-3249895446.0,1977892825.0,2086600951.0,-480102702.0,371394576.0,1977892825.0,-1272002621.0,-55565320.0,-1327567941.0,-1327567941.0,-175103158.0,-1502671099.0,-1327567941.0,-1328717416.0,1149475.0,-1327567941.0,-1502671099.0,-1503820574.0,1149475.0,-1502671099.0
12M 2023,12473596156.000000,-5048183774.000000,7425412382.000000,-7068615211.000000,,,,-7068615211.000000,356797171.000000,1125400003.000000,1980522701.000000,-655605284.000000,-199517414.000000,1125400003.000000,1482197174.000000,-812475248.000000,669721926.000000,669721926.000000,-436643947.000000,233077979.000000,669721926.000000,669667867.000000,54059.000000,669721926.000000,233077979.000000,233023920.000000,54059.000000,233077979.000000
12M 2024,17941740236.0,-7742434196.0,10199306040.0,-8580781611.0,-46641348.0,-6583447094.0,-1950693169.0,-8580781611.0,1618524429.0,61707023.0,1898306886.0,-715620411.0,-1120979452.0,61707023.0,1680231452.0,-477521731.0,1202709721.0,1202709721.0,-198737342.0,1003972379.0,1202709721.0,1202625097.0,84624.0,1202709721.0,1003972379.0,1004086492.0,-114113.0,1003972379.0
