Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Aset Pajak Tangguhan,Goodwill,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Saham Beredar
12M 2017,,,22191733895.000000,,,,,278224022.000000,,,278224022.000000,677307128.000000,345509471.000000,23492774516.000000,,607623600521.000000,4343246526.000000,71967355.000000,612038814402.000000,635531588918.000000,,,22652175565.000000,3839530812.000000,286291288.000000,,,286291288.000000,13603628.000000,,,13603628.000000,68621481.000000,866785208.000000,,17199387112.000000,17199387112.000000,377956036.000000,22652175565.000000,12682500461.000000,,12583333334.000000,12583333334.000000,99167127.000000,12682500461.000000,35334676026.000000,,600000000000.000000,,194958366.000000,1954526.000000,,600196912892.000000,635531588918.000000,,,6000000000.000000
12M 2018,,,3352787000.000000,561794909.000000,,,561794909.000000,,,,,736051929.000000,9958356027.000000,14608989865.000000,,607998592863.000000,2407876048.000000,71967355.000000,610478436266.000000,625087426131.000000,,,16433244247.000000,3993938255.000000,559207890.000000,,,559207890.000000,1972006849.000000,,,1972006849.000000,551851604.000000,658543220.000000,,7583333333.000000,7583333333.000000,1114363096.000000,16433244247.000000,5398073185.000000,,5000000000.000000,5000000000.000000,398073185.000000,5398073185.000000,21831317432.000000,,600000000000.000000,,3252737685.000000,3371014.000000,,603256108699.000000,625087426131.000000,,,6000000000.000000
12M 2019,,,151550957000.000000,505087263.000000,,,505087263.000000,517232876.000000,,,517232876.000000,741677102.000000,674945916.000000,153989900157.000000,,656156482276.000000,1245266710.000000,71967355.000000,657473716341.000000,811463616498.000000,,,3935393271.000000,,457690766.000000,,,457690766.000000,1534467219.000000,,,1534467219.000000,810621938.000000,753451035.000000,,,,379162313.000000,3935393271.000000,851412020.000000,,,,851412020.000000,851412020.000000,4786805291.000000,,800106542000.000000,,6550190213.000000,20078994.000000,,806676811207.000000,811463616498.000000,,,8000986500.000000
12M 2020,,,148026420500.000000,,,,,164708795.000000,,,164708795.000000,606870721.000000,84142690.000000,148882142706.000000,,658149072620.000000,1667347357.000000,71967355.000000,659888387332.000000,808770530038.000000,,,1061584592.000000,,187130377.000000,,,187130377.000000,46781944.000000,,,46781944.000000,807660.000000,477083586.000000,,,,349781025.000000,1061584592.000000,113549332.000000,,,,113549332.000000,113549332.000000,1175133924.000000,,800109200400.000000,8736032.000000,7450893315.000000,26566367.000000,,807595396114.000000,808770530038.000000,,,8001092004.000000
12M 2021,,,142641092552.000000,160524783.000000,160524783.000000,,160524783.000000,74560367.000000,,,74560367.000000,531855060.000000,56956250.000000,143464989012.000000,,660344573114.000000,557770281.000000,,660902343395.000000,804367332407.000000,,,2477862767.000000,,183671353.000000,,,183671353.000000,159482072.000000,,,159482072.000000,47662247.000000,1567994014.000000,,,,519053081.000000,2477862767.000000,266210670.000000,,,,266210670.000000,266210670.000000,2744073437.000000,,800111040400.000000,8883232.000000,1479400931.000000,23659547.000000,274860.000000,801623258970.000000,804367332407.000000,,,8001110404.000000
12M 2022,,,140134971635.000000,139256297.000000,139256297.000000,,139256297.000000,,,,,464565658.000000,75502500.000000,140814296090.000000,,660852077827.000000,551593031.000000,,661403670858.000000,802217966948.000000,,,1543246071.000000,,116533480.000000,,,116533480.000000,179712729.000000,,,179712729.000000,66588526.000000,930750211.000000,,,,249661125.000000,1543246071.000000,554014206.000000,,,,554014206.000000,554014206.000000,2097260277.000000,,800111150400.000000,8892032.000000,,24809022.000000,-174828298.000000,799970023156.000000,802067283433.000000,1500000000.000000,-1349316485.000000,8001111504.000000
12M 2023,,,139917119261.000000,188891795.000000,188891795.000000,,188891795.000000,,,,,624932294.000000,25641000.000000,140756584350.000000,,662346359763.000000,152917488.000000,,662499277251.000000,803255861601.000000,,,2206997470.000000,,290510211.000000,,,290510211.000000,275981977.000000,,,275981977.000000,440181408.000000,850872705.000000,,,,349451169.000000,2206997470.000000,695079481.000000,,,,695079481.000000,695079481.000000,2902076951.000000,,800111150400.000000,8892032.000000,,24863081.000000,-611472245.000000,799533433268.000000,802435510219.000000,1500000000.000000,-679648618.000000,8001111504.000000
12M 2024,,,143839901566.000000,117240260.000000,117240260.000000,,117240260.000000,,,,,784524657.000000,109238761.000000,144850905244.000000,,659840158905.000000,245628567.000000,,660085787472.000000,804936692716.000000,,,2462442213.000000,,258614290.000000,,,258614290.000000,356018700.000000,,,356018700.000000,452723728.000000,841815106.000000,,,,553270389.000000,2462442213.000000,1116493474.000000,,,,1116493474.000000,1116493474.000000,3578935687.000000,,800111150400.000000,8892032.000000,,24748968.000000,-810010850.000000,799334780550.000000,802913716237.000000,1650000000.000000,372976479.000000,8001111504.000000
