Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2022,,,,,,,,,,,,,-9.27,,0.91
12M 2023,3.39,84.19,13.44,74.14,107.66,,4.34,,7.45,,2.39,,4.6,,3.4
12M 2024,2.7,223.32,10.52,215.5,135.01,,1.63,1.44,5.03,4.66,1.13,0.83,1.17,1.17,10.82
