Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2022,(1 B),(0 B),(2 B),-3564897.63
12M 2023,2 B,(3 B),(1 B),-100287.75
12M 2024,(26 B),(3 B),(29 B),-36.34
