Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,
12M 2019,87334239759.000000,-61820113536.000000,25514126223.000000,-18338651086.000000,-4771874885.000000,-13566776201.000000,-18338651086.000000,7175475137.000000,-1684007986.000000,-1684007986.000000,-1684007986.000000,5491467151.000000,-1613798003.000000,-1769083250.000000,155285247.000000,-1613798003.000000,3877669148.000000,84401569.000000,3962070717.000000,3877669148.000000,3877669148.000000,,3877669148.000000,3962070717.000000,3962070717.000000,,3962070717.000000
12M 2020,79335696460.000000,-54262581228.000000,25073115232.000000,-16656533828.000000,-3022424153.000000,-13634109675.000000,-16656533828.000000,8416581404.000000,-2435868163.000000,-2435868163.000000,-2435868163.000000,5980713241.000000,-1560396539.000000,-1705000220.000000,144603681.000000,-1560396539.000000,4420316702.000000,31446856.000000,4451763558.000000,4420316702.000000,4420316702.000000,,4420316702.000000,4451763558.000000,4451763558.000000,,4451763558.000000
12M 2021,89623687082.000000,-54409202795.000000,35214484287.000000,-14729917965.000000,-1808336875.000000,-12921581090.000000,-14729917965.000000,20484566322.000000,-3870476899.000000,-3870476899.000000,-3870476899.000000,16614089423.000000,-3713910803.000000,-3836918800.000000,123007997.000000,-3713910803.000000,12900178620.000000,68175143.000000,12968353763.000000,12900178620.000000,12900178620.000000,,12900178620.000000,12968353763.000000,12968353763.000000,,12968353763.000000
12M 2022,127523508227.000000,-89028806234.000000,38494701993.000000,-26771830881.000000,-4792815364.000000,-21979015517.000000,-26771830881.000000,11722871112.000000,-2666983671.000000,-2666983671.000000,-2666983671.000000,9055887441.000000,-2039266084.000000,-2175473080.000000,136206996.000000,-2039266084.000000,7016621357.000000,-133945604.000000,6882675753.000000,7016621357.000000,7016621357.000000,,7016621357.000000,6882675753.000000,6882675753.000000,,6882675753.000000
12M 2023,119655832334.000000,-82688848989.000000,36966983345.000000,-32701055492.000000,-7940215337.000000,-24760840155.000000,-32701055492.000000,4265927853.000000,-3134866401.000000,-3134866401.000000,-3134866401.000000,1131061452.000000,-522949795.000000,-700056500.000000,177106705.000000,-522949795.000000,608111657.000000,132804686.000000,740916343.000000,608111657.000000,608111657.000000,,608111657.000000,740916343.000000,740916343.000000,,740916343.000000
12M 2024,174343695864.000000,-131049971234.000000,43293724630.000000,-35198153319.000000,-3266572961.000000,-31931580358.000000,-35198153319.000000,8095571311.000000,-1930768245.000000,-1930768245.000000,-1930768245.000000,6164803066.000000,-1937888288.000000,,,-1937888288.000000,4226914778.000000,175028715.000000,4401943493.000000,4226914778.000000,4226914778.000000,,4226914778.000000,4401943493.000000,4401943493.000000,,4401943493.000000
