Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2016,,,,,,,,,,,,,,,0.0
12M 2017,,,,,,,,,61.06,38.46,0.05,0.05,,,0.0
12M 2018,,,,,,,,,30.38,26.08,0.05,0.05,,,0.0
12M 2019,,,,,,,,,26.02,30.04,0.05,0.04,,,0.0
12M 2020,,,,,,,,,27.96,36.96,0.03,0.03,,,0.0
12M 2021,,,,,,,,,47.01,78.43,0.02,0.03,,,0.0
12M 2022,,,,,,,,,179.36,499.62,0.03,0.03,,,0.0
12M 2023,,,,,,,,,775.9,1192.17,0.04,0.04,,,0.0
