Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2016,3 B,(0 B),3 B,4.19
12M 2017,(9 B),(0 B),(10 B),-14.07
12M 2018,2 B,(0 B),2 B,3.21
12M 2019,(5 B),(0 B),(5 B),-7.23
12M 2020,1 B,,1 B,1.07
12M 2021,(2 B),(0 B),(2 B),-2.46
12M 2022,(0 B),,(0 B),-0.68
12M 2023,(3 B),,(3 B),-3.80
