Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2017,0.00,447669599.89,0.00,447669599.89,,339 B,339 B,69 B,946 B
12M 2018,6.02,337.43,6.02,337.43,,66 B,66 B,(792 B),"1,148 B"
12M 2019,6.20,391.76,6.20,391.76,90 B,258 B,348 B,(569 B),"1,391 B"
12M 2020,1.87,345.80,1.87,345.80,86 B,172 B,258 B,157 B,606 B
12M 2021,1.78,325.66,1.78,325.66,86 B,86 B,172 B,18 B,424 B
12M 2022,0.50,327.09,0.50,326.91,492 B,,492 B,332 B,238 B
12M 2023,0.45,334.97,0.45,334.97,492 B,0 B,493 B,479 B,252 B
