Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2017,(246 B),,(246 B),-410782686.85
12M 2018,98 B,,98 B,30.58
12M 2019,(185 B),(29 B),(214 B),-66.19
12M 2020,(166 B),(0 B),(166 B),-51.39
12M 2021,211 B,(0 B),211 B,65.21
12M 2022,(281 B),(3 B),(285 B),-88.05
12M 2023,(144 B),(2 B),(146 B),-45.25
