Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Beban Usaha,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Final,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Others,Total Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2019,21645446124.000000,-8506378768.000000,13139067356.000000,-5806259760.000000,-56873862.000000,-4038602105.000000,-2814101332.000000,1103317539.000000,-5806259760.000000,7332807596.000000,-2148764308.000000,35839757.000000,-2184604065.000000,-2148764308.000000,5184043288.000000,-1740819584.000000,-1740819584.000000,-1740819584.000000,3443223704.000000,,,,3443223704.000000,3443223704.000000,3443223704.000000,,3443223704.000000,3443223704.000000,3443223704.000000,,3443223704.000000
12M 2020,41119192567.000000,-5053929401.000000,36065263166.000000,-7361919073.000000,-716968182.000000,-2705120541.000000,-4386245990.000000,446415640.000000,-7361919073.000000,28703344093.000000,-5101870526.000000,35077100.000000,-5136947626.000000,-5101870526.000000,23601473567.000000,-3680365152.000000,-3680365152.000000,-3680365152.000000,19921108415.000000,204823249.000000,204823249.000000,204823249.000000,20125931664.000000,19921108415.000000,19921108415.000000,,19921108415.000000,20125931664.000000,20125931664.000000,,20125931664.000000
12M 2021,66834672795.000000,-17765902571.000000,49068770224.000000,-9055194484.000000,-1141394470.000000,-3760259891.000000,-4692961070.000000,539420947.000000,-9055194484.000000,40013575740.000000,-6044990341.000000,210889613.000000,-6255879954.000000,-6044990341.000000,33968585399.000000,-3808176224.000000,-3808176224.000000,-3808176224.000000,30160409175.000000,-30139693.000000,-30139693.000000,-30139693.000000,30130269482.000000,30160409175.000000,30160409175.000000,,30160409175.000000,30130269482.000000,30130269482.000000,,30130269482.000000
12M 2022,60710911874.000000,-22411017143.000000,38299894731.000000,-10771652530.000000,-1761163777.000000,-4791154026.000000,-4364804075.000000,145469348.000000,-10771652530.000000,27528242201.000000,-3699143001.000000,669668690.000000,-4368811691.000000,-3699143001.000000,23829099200.000000,-3317581281.000000,-3317581281.000000,-3317581281.000000,20511517919.000000,402508744.000000,402508744.000000,402508744.000000,20914026663.000000,20511517919.000000,20511517919.000000,,20511517919.000000,20914026663.000000,20914026663.000000,,20914026663.000000
12M 2023,84828483715.000000,-26789471863.000000,58039011852.000000,-12458329373.000000,-1544443893.000000,-5851183642.000000,-5625452470.000000,562750632.000000,-12458329373.000000,45580682479.000000,471652038.000000,4167577238.000000,-3695925200.000000,471652038.000000,46052334517.000000,-4669154225.000000,-4669154225.000000,-4669154225.000000,41383180292.000000,85511688.000000,85511688.000000,85511688.000000,41468691980.000000,41383180292.000000,41383180292.000000,,41383180292.000000,41468691980.000000,41468691980.000000,,41468691980.000000
12M 2024,101318696572.0,-29818475195.0,71500221377.0,-12815518607.0,-2064284994.0,-5855056439.0,-5653779033.0,757601859.0,-12815518607.0,58684702770.0,2732701370.0,5931556171.0,-3198854801.0,2732701370.0,61417404140.0,-5588280715.0,-5588280715.0,-5588280715.0,55829123425.0,124050588.0,124050588.0,124050588.0,55953174013.0,55829123425.0,55829149346.0,-25921.0,55829123425.0,55953174013.0,55953199934.0,-25921.0,55953174013.0
