Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2019,3.78,0.73,0.48,1.99,0.0,0.0,0.46,0.24,0.99
12M 2020,2.89,0.43,0.42,1.82,0.0,0.0,0.4,0.23,0.82
12M 2021,5.0,1.5,0.29,1.46,0.0,0.0,0.2,0.2,0.46
12M 2022,3.0,1.85,0.21,1.42,0.0,0.0,0.04,0.15,0.42
12M 2023,3.38,2.95,0.11,1.33,0.0,0.0,-0.28,0.08,0.33
12M 2024,2.89,2.53,0.07,1.19,0.0,0.0,-0.25,0.06,0.19
