Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2019,0.00 B,98377.82,0.00,0.00,8.98 B,1.83%,3.65%,9.01%,3.36
12M 2020,0.00 B,569174.53,0.00,0.00,31.55 B,10.59%,19.23%,18.06%,5.59
12M 2021,0.00 B,861725.98,0.00,0.00,44.97 B,15.46%,22.56%,24.17%,6.40
12M 2022,1.08 B,18.90,0.00,0.00,34.59 B,9.75%,13.80%,15.43%,6.30
12M 2023,1.36 B,30.51,4.46,2.17,53.53 B,13.75%,18.27%,21.21%,12.33
12M 2024,1.36 B,41.16,4.64,2.56,67.17 B,16.68%,19.86%,21.59%,18.35
