Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Piutang Lain-Lain,Persediaan,Piutang Pihak Berelasi,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Aset Pajak Tangguhan,Investasi Jangka Panjang,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Berelasi,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Sewa Pembiayaan,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Pajak Tangguhan,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Sewa Pembiayaan,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2016,,,346785028957.000000,10024955251.000000,3177438768.000000,262616409547.000000,,103718653330.000000,726322485853.000000,,224540442561.000000,178231510.000000,905500000.000000,79266818644.000000,304890992715.000000,1031213478568.000000,,,288873806610.000000,,,136059664852.000000,37502045333.000000,173561710185.000000,4760393062.000000,8736466182.000000,58569812695.000000,,36029065908.000000,7216358578.000000,43245424486.000000,,288873806610.000000,157711493777.000000,4406903445.000000,,124783977578.000000,28520612754.000000,153304590332.000000,,157711493777.000000,446585300387.000000,,82800000000.000000,140625772246.000000,360209852293.000000,,,360209852293.000000,992553642.000000,,584628178181.000000,1031213478568.000000,331200000.000000
12M 2017,,,386459132845.000000,7136249970.000000,2917416592.000000,368568611841.000000,,63444290341.000000,828525701589.000000,,205836726281.000000,51608464.000000,905500000.000000,106231515903.000000,313025350648.000000,1141551052237.000000,,,372597904181.000000,,,211848780466.000000,17748796231.000000,229597576697.000000,38267380118.000000,8418370682.000000,57312662497.000000,,39001914187.000000,,39001914187.000000,,372597904181.000000,131955483107.000000,7872780229.000000,,86822239492.000000,37260463386.000000,124082702878.000000,,131955483107.000000,504553387288.000000,,82800000000.000000,140625772246.000000,412545523690.000000,,,412545523690.000000,1026369013.000000,,636997664949.000000,1141551052237.000000,331200000.000000
12M 2018,,,472004336561.000000,12116089809.000000,2690626757.000000,446503860421.000000,,65056111305.000000,998371024853.000000,,172420105431.000000,388591969.000000,905500000.000000,78724860177.000000,252439057577.000000,1250810082430.000000,,,389766603918.000000,,,206548652982.000000,24580392082.000000,231129045064.000000,19140262714.000000,25818780131.000000,68923984542.000000,,44754531467.000000,,44754531467.000000,,389766603918.000000,98944035950.000000,10119154272.000000,,48046830360.000000,40778051318.000000,88824881678.000000,,98944035950.000000,488710639868.000000,,82800000000.000000,140625772246.000000,537510209832.000000,,,537510209832.000000,884553061.000000,278907423.000000,762099442562.000000,1250810082430.000000,331200000.000000
12M 2019,,,486840559234.000000,7983921694.000000,770287764.000000,325736211482.000000,,81496853335.000000,902827833509.000000,,109991065884.000000,569569788.000000,905500000.000000,96072068833.000000,207538204505.000000,1110366038014.000000,,,210417184808.000000,,,58517997990.000000,29952709731.000000,88470707721.000000,7155330613.000000,13230323459.000000,55438387581.000000,,46122435434.000000,,46122435434.000000,,210417184808.000000,66861343836.000000,7907073772.000000,,,58954270064.000000,58954270064.000000,,66861343836.000000,277278528644.000000,,82800000000.000000,140625772246.000000,608427466633.000000,,,608427466633.000000,955363068.000000,278907423.000000,833087509370.000000,1110366038014.000000,331200000.000000
12M 2020,,,496167003096.000000,2214670629.000000,394854594.000000,151803313948.000000,53219017708.000000,28459890985.000000,732258750960.000000,,58610560557.000000,30677476666.000000,905500000.000000,31452999535.000000,121646536758.000000,853905287718.000000,,,97824561637.000000,,,,11044934543.000000,11044934543.000000,7189209143.000000,1684800536.000000,21023975950.000000,,46799291547.000000,,46799291547.000000,10082349918.000000,97824561637.000000,52566452898.000000,,,,51663197323.000000,51663197323.000000,903255575.000000,52566452898.000000,150391014535.000000,,82800000000.000000,140625772246.000000,479003629780.000000,,,479003629780.000000,805963734.000000,278907423.000000,703514273183.000000,853905287718.000000,331200000.000000
12M 2021,,,436977852382.000000,2042320136.000000,228313350.000000,108481953171.000000,63348525942.000000,10155991321.000000,621234956302.000000,,17643693837.000000,66410366552.000000,905500000.000000,33770550737.000000,118730111126.000000,739965067428.000000,,,51569836162.000000,,,,11543603527.000000,11543603527.000000,11282465595.000000,3778493295.000000,20755078294.000000,,,,,4210195451.000000,51569836162.000000,40450293802.000000,,,,40450293802.000000,40450293802.000000,,40450293802.000000,92020129964.000000,,82800000000.000000,140625772246.000000,423492802813.000000,,,423492802813.000000,747454982.000000,278907423.000000,647944937464.000000,739965067428.000000,331200000.000000
12M 2022,,,496131229502.000000,2335612916.000000,1687459415.000000,118544164161.000000,36631292410.000000,1817039233.000000,657146797637.000000,,15540495186.000000,84706934815.000000,905500000.000000,216812699730.000000,317965629731.000000,975112427368.000000,,,181842675808.000000,,,,30978556696.000000,30978556696.000000,4888472049.000000,6936335276.000000,55304887684.000000,,,,,83734424103.000000,181842675808.000000,193344453889.000000,,,,41192602239.000000,41192602239.000000,152151851650.000000,193344453889.000000,375187129697.000000,,82800000000.000000,140625772246.000000,375548497672.000000,14000000000.000000,361548497672.000000,375548497672.000000,672120330.000000,278907423.000000,599925297671.000000,975112427368.000000,331200000.000000
12M 2023,,,482716453300.000000,2572611129.000000,2499517350.000000,140020607851.000000,,4088978105.000000,631898167735.000000,,16791716098.000000,66347960200.000000,905500000.000000,183546189857.000000,267591366155.000000,899489533890.000000,,,149056345877.000000,,,22375623957.000000,30875776971.000000,53251400928.000000,4886310828.000000,17063283595.000000,32375006230.000000,,,,,41480344296.000000,149056345877.000000,158055855346.000000,,,,43859928886.000000,43859928886.000000,114195926460.000000,158055855346.000000,307112201223.000000,,82800000000.000000,140625772246.000000,368070687984.000000,14000000000.000000,354070687984.000000,368070687984.000000,601965014.000000,278907423.000000,592377332667.000000,899489533890.000000,331200000.000000
12M 2024,,,583786690914.000000,3366194170.000000,1513897021.000000,60118754055.000000,,3160691974.000000,651946228134.000000,,17377542545.000000,77767627237.000000,905500000.000000,163943081001.000000,259993750783.000000,911939978917.000000,,,137448227188.000000,,,,46315465874.000000,46315465874.000000,4396560614.000000,13532275178.000000,29828347151.000000,,,,,43375578371.000000,137448227188.000000,138462752547.000000,,,,31518600209.000000,31518600209.000000,106944152338.000000,138462752547.000000,275910979735.000000,,82800000000.000000,140625772246.000000,411737737757.000000,14000000000.000000,397737737757.000000,411737737757.000000,586581756.000000,278907423.000000,636028999182.000000,911939978917.000000,331200000.000000
