Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Laba (Rugi) Selisih Kurs,Laba (Rugi) Atas Penjualan Aset Tetap,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Adjustment,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2016,1418882993053.000000,-786432295714.000000,632450697339.000000,626032632105.000000,294659009065.000000,331373623040.000000,626032632105.000000,6418065234.000000,-11921127037.000000,4573440964.000000,7229819817.000000,3636364.000000,-23728024182.000000,-11921127037.000000,-5503061803.000000,-9076636703.000000,,,,-9076636703.000000,-14579698506.000000,-3958961748.000000,-18538660254.000000,-14579698506.000000,-14551791981.000000,-27906525.000000,-14579698506.000000,-18538660254.000000,-18506068232.000000,-32592022.000000,-18538660254.000000
12M 2017,1582767220537.000000,-851146034833.000000,731621185704.000000,633079331866.000000,315268385751.000000,317810946115.000000,633079331866.000000,98541853838.000000,-29357848149.000000,7100133501.000000,-6554202348.000000,339945455.000000,-30243724757.000000,-29357848149.000000,69184005689.000000,-15112812495.000000,,,,-15112812495.000000,54071193194.000000,-1701706426.000000,52369486768.000000,54071193194.000000,54033908968.000000,37284226.000000,54071193194.000000,52369486768.000000,52335671397.000000,33815371.000000,52369486768.000000
12M 2018,1977016177884.000000,-1025977849866.000000,951038328018.000000,753950963643.000000,401046137874.000000,352904825769.000000,753950963643.000000,197087364375.000000,-34189450757.000000,8896208458.000000,-25873390694.000000,25636364.000000,-17237904885.000000,-34189450757.000000,162897913618.000000,-39425366467.000000,,,,-39425366467.000000,123472547151.000000,1629230462.000000,125101777613.000000,123472547151.000000,123337297768.000000,135249383.000000,123472547151.000000,125101777613.000000,124964686142.000000,137091471.000000,125101777613.000000
12M 2019,1748819551691.000000,-905198021603.000000,843621530088.000000,752806570232.000000,429457473422.000000,323349096810.000000,752806570232.000000,90814959856.000000,13538816013.000000,7767535977.000000,7162505755.000000,26272727.000000,-1417498446.000000,13538816013.000000,104353775869.000000,-26055194026.000000,,,,-26055194026.000000,78298581843.000000,-7310515035.000000,70988066808.000000,78298581843.000000,78219111499.000000,79470344.000000,78298581843.000000,70988066808.000000,70917256801.000000,70810007.000000,70988066808.000000
12M 2020,245551577771.000000,-117999792613.000000,127551785158.000000,294706340534.000000,67048706672.000000,227657633862.000000,294706340534.000000,-167154555376.000000,-2911408466.000000,7235749955.000000,-2629171310.000000,,-7517987111.000000,-2911408466.000000,-170065963842.000000,38510530050.000000,,,,38510530050.000000,-131555433792.000000,1982197605.000000,-129573236187.000000,-131555433792.000000,-131403637054.000000,-151796738.000000,-131555433792.000000,-129573236187.000000,-129423836853.000000,-149399334.000000,-129573236187.000000
12M 2021,67870642048.000000,-30517622647.000000,37353019401.000000,143099329194.000000,11478270429.000000,131621058765.000000,143099329194.000000,-105746309793.000000,12224010567.000000,8351512597.000000,778119436.000000,485909091.000000,2608469443.000000,12224010567.000000,-93522299226.000000,36221306083.000000,,,,36221306083.000000,-57300993143.000000,1731657424.000000,-55569335719.000000,-57300993143.000000,-57240618286.000000,-60374857.000000,-57300993143.000000,-55569335719.000000,-55510826967.000000,-58508752.000000,-55569335719.000000
12M 2022,318840867806.0,-149910677775.0,168930190031.0,232586007669.0,48677926967.0,183908080702.0,232586007669.0,-63655817638.0,470248911.0,6303300410.0,12605059691.0,472972973.0,-18911084163.0,470248911.0,-63185568727.0,14895432063.0,3478320259.0,-18373752322.0,29790864126.0,14895432063.0,-48290136664.0,273652571.0,-48016484093.0,-48290136664.0,-48217604115.0,-72532549.0,-48290136664.0,-48016484093.0,-47944305141.0,-72178952.0,-48016484093.0
12M 2023,707804745671.000000,-326870517984.000000,380934227687.000000,357315935743.000000,131545976095.000000,225769959648.000000,357315935743.000000,23618291944.000000,2886103327.000000,7867097627.000000,-858895179.000000,-423895510.000000,-3698203611.000000,2886103327.000000,26504395271.000000,-36416715195.000000,-18726224660.000000,-17690490535.000000,,-36416715195.000000,-9912319924.000000,2370079920.000000,-7542240004.000000,-9912319924.000000,-9845110179.000000,-67209745.000000,-9912319924.000000,-7542240004.000000,-7477809688.000000,-64430316.000000,-7542240004.000000
12M 2024,851001752863.000000,-424592696950.000000,426409055913.000000,389879311292.000000,163658452449.000000,226220858843.000000,389879311292.000000,36529744621.000000,11044590323.000000,8681936968.000000,4673115947.000000,1164459459.000000,-3474922051.000000,11044590323.000000,47574334944.000000,-9001902660.000000,-21854608160.000000,12852705500.000000,,-9001902660.000000,38572432284.000000,5080772731.000000,43653205015.000000,38572432284.000000,38592359225.000000,-19926941.000000,38572432284.000000,43653205015.000000,43667049773.000000,-13844758.000000,43653205015.000000
