Period,Arus Kas Dari Aktivitas Operasi,Penerimaan Dari Pelanggan,Pembayaran Kepada Pemasok,Pembayaran Untuk Beban Operasional,Pembayaran Untuk Gaji Dan Imbalan Kerja Karyawan,Pembayaran Pajak Penghasilan,Penerimaan Dari Pendapatan Bunga,Pembayaran Bunga,Penerimaan Klaim Asuransi,Penerimaan Pengembalian Pajak,Pembayaran Untuk Aktivitas Operasi Lainnya,Adjustment,Total Arus Kas Dari Aktivitas Operasi,Arus Kas Dari Aktivitas Investasi,Penerimaan Dari Piutang Lain-Lain Pihak Berelasi,Investasi Pada Saham,Hasil Penjualan Aset Tetap,Investasi Pada Entitas Asosiasi,Perolehan Aset Tetap,Pembayaran Piutang Lain-Lain Pihak Berelasi,Pembelian Aset Tetap,Pembayaran Uang Muka Investasi Pada Entitas Asosiasi,Uang Muka Untuk Perolehan Aset Tetap,Total Arus Kas Dari Aktivitas Investasi,Arus Kas Dari Aktivitas Pendanaan,Penerimaan Utang Bank Jangka Pendek,Penerimaan Utang Bank Jangka Panjang,Penambahan Modal Setor,Penerimaan (Pembayaran) Dana Yang Dibatasi Penggunaannya,Pembayaran Utang Pembiayaan Konsumen,Pembayaran Utang Bank Jangka Pendek,Pembayaran Utang Bank Jangka Panjang,Pembayaran Biaya Penawaran Umum Perdana Saham,Pembayaran Biaya Penawaran Umum Terbatas I,Penerimaan Piutang Lain-Lain Pihak Berelasi,Penambahan Piutang Lain-Lain Pihak Berelasi,Penerimaan Dari Penawaran Umum Perdana Saham,Penerimaan Dari Penawaran Umum Terbatas I,Penerimaan Dari Pelaksanaan Waran,Penerimaan (Pembayaran) Utang Pihak Berelasi,Total Arus Kas Dari Aktivitas Pendanaan,Kenaikan (Penurunan) Bersih Kas Dan Setara Kas,Kas Dan Bank Entitas Anak Yang Di Konsolidasikan Pada Tanggal Akuisisi,Kas Dan Setara Kas Awal Periode,Kas Dan Setara Kas Akhir Periode
12M 2018,8816142953.000000,338871132568.000000,-209186616083.000000,-47261407330.000000,-40847356094.000000,-4340477233.000000,586616429.000000,-27439505964.000000,,,-1566243340.000000,,8816142953.000000,-9116004667.000000,,,166238861.000000,,-5891385656.000000,,,,-3390857872.000000,-9116004667.000000,2347274116.000000,96504887131.000000,,,-2292024566.000000,-2119941280.000000,-96495647169.000000,,,,,,,,,6750000000.000000,2347274116.000000,2047412402.000000,,11793337775.000000,13840750177.000000
12M 2019,4848057819.000000,333119995583.000000,-192149108036.000000,-52398391707.000000,-34638128351.000000,-3473790773.000000,4246874631.000000,-29757139143.000000,,,-20102254385.000000,,4848057819.000000,-1624702906.000000,,,295454545.000000,-400000000.000000,-1520157451.000000,,,,,-1624702906.000000,-8687251327.000000,117167304208.000000,,,11472991505.000000,-3671893647.000000,-10303757090.000000,,,,,-123351896303.000000,,,,,-8687251327.000000,-5463896414.000000,,13840750177.000000,8376853763.000000
12M 2020,24546873357.000000,181562120279.000000,-103678845571.000000,-35179657525.000000,-22230503010.000000,-888229342.000000,51376593.000000,-11598536874.000000,17802442410.000000,,-1293293603.000000,,24546873357.000000,-31540857981.000000,30129477013.000000,,1465500000.000000,,-27399953915.000000,-1793450425.000000,,-1599000000.000000,-32343430654.000000,-31540857981.000000,7092776767.000000,49816506692.000000,7972919239.000000,,4415178628.000000,-8488731839.000000,-80815279053.000000,-6565900000.000000,-3886837500.000000,,,,44625000000.000000,,19920600.000000,,7092776767.000000,98792143.000000,,8376853763.000000,8475645906.000000
12M 2021,-38333927184.000000,178176187217.000000,-147368420200.000000,-45185222859.000000,-27458200932.000000,-248679456.000000,23153120.000000,-2282342655.000000,3097177378.000000,2738780503.000000,173640700.000000,,-38333927184.000000,-84146004261.000000,4700000000.000000,-6000000000.000000,221150000.000000,,-15627777986.000000,,,,-67439376275.000000,-84146004261.000000,124041250677.000000,,,,30762570.000000,-3912691795.000000,-3650000000.000000,-66882898.000000,,-1410000000.000000,,,,130201429600.000000,2848633200.000000,,124041250677.000000,1561319232.000000,,8475645906.000000,11392977859.000000
12M 2022,-881251147.000000,113725014171.000000,-62579473786.000000,-31971942397.000000,-19843460263.000000,,7642403.000000,-931751316.000000,746468352.000000,,-33748311.000000,,-881251147.000000,967404680.000000,6000000000.000000,-3000000000.000000,120000000.000000,,-2152595320.000000,,,,,967404680.000000,-5648047322.000000,,,,223091863.000000,-2683806452.000000,-1250000000.000000,-1942573832.000000,,,,,,,5241099.000000,,-5648047322.000000,-5561893789.000000,,11392977859.000000,5831084070.000000
