Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,9 B,(9 B),(0 B),-25894.48
12M 2019,5 B,(2 B),3 B,0.49
12M 2020,25 B,(60 B),(35 B),-16.56
12M 2021,(38 B),(83 B),(121 B),-25.54
12M 2022,(1 B),(2 B),(3 B),-0.64
