Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2018,0.99,0.36,1.48,2.6,0.0,0.0,1.4,0.57,1.6
12M 2019,1.09,0.67,2.62,3.73,0.0,0.0,2.56,0.19,2.73
12M 2020,0.67,0.19,2.02,3.23,0.0,0.0,1.98,0.63,2.23
12M 2021,0.94,0.41,1.33,2.68,0.0,0.0,1.29,0.5,1.68
12M 2022,0.54,0.11,1.98,3.84,0.0,0.0,1.94,0.0,2.84
