Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Adjustment,Others,Total Aset Lancar,Aset Tidak Lancar,Investasi Jangka Panjang,Investasi Pada Entitas Asosiasi,Aset Tetap,Aset Pajak Tangguhan,Piutang Lain-Lain,Goodwill,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,13840750177.000000,51991524212.000000,51991524212.000000,51991524212.000000,1780000000.000000,1780000000.000000,1780000000.000000,130949725724.000000,,8732749021.000000,207294749134.000000,,,,230112612233.000000,379101000.000000,,,21565018248.000000,252056731481.000000,459351480615.000000,,,210342125266.000000,172125401576.000000,,10268643971.000000,10268643971.000000,,,6750000000.000000,6750000000.000000,1107525176.000000,345567662.000000,,15567600000.000000,3063545142.000000,18631145142.000000,1113841739.000000,210342125266.000000,72275348414.000000,,68088600000.000000,2670344414.000000,70758944414.000000,1516404000.000000,72275348414.000000,282617473680.000000,,18000000000.000000,50834734519.000000,11582504679.000000,,96316767737.000000,176734006935.000000,459351480615.000000,18000.000000
12M 2019,,,8376853763.000000,35460491573.000000,35460491573.000000,35460491573.000000,125131896303.000000,125131896303.000000,125131896303.000000,119403143233.000000,,19839138666.000000,308211523538.000000,,,386855200.000000,195861952161.000000,11208397919.000000,,,5993103452.000000,213450308732.000000,521661832270.000000,,,282234165121.000000,242291444486.000000,,6823742573.000000,6823742573.000000,,61698400.000000,,61698400.000000,502731724.000000,4380561734.000000,,24440900000.000000,1820963727.000000,26261863727.000000,1912122477.000000,282234165121.000000,99613073390.000000,,95912804208.000000,1816032182.000000,97728836390.000000,1884237000.000000,99613073390.000000,381847238511.000000,,34000000000.000000,50834734519.000000,-15538473208.000000,,70518332448.000000,139814593759.000000,521661832270.000000,6800000000.000000
12M 2020,,,8475645906.000000,25473107489.000000,25473107489.000000,25473107489.000000,3843645730.000000,3843645730.000000,3843645730.000000,142271052939.000000,,20236660714.000000,200300112778.000000,,,338810025.000000,234939481697.000000,8305532421.000000,95025614068.000000,,22424906693.000000,361034344904.000000,561334457682.000000,,,300262426013.000000,219233819590.000000,,6583470001.000000,6583470001.000000,,88075000.000000,,88075000.000000,279410170.000000,25354525030.000000,,43571882898.000000,3912690712.000000,47484573610.000000,1238552612.000000,300262426013.000000,87162567907.000000,,78188840549.000000,7164673358.000000,85353513907.000000,1809054000.000000,87162567907.000000,387424993920.000000,,42503320100.000000,83089497519.000000,-18598670365.000000,,66915316508.000000,173909463762.000000,561334457682.000000,2125166005.000000
12M 2021,,,11392977859.000000,21975967684.000000,21975967684.000000,21975967684.000000,100289566984.000000,100289566984.000000,100289566984.000000,198501043110.000000,,22315269180.000000,354474824817.000000,,6000000000.000000,,243837660868.000000,17584367730.000000,,244606925.000000,72088762989.000000,339755398512.000000,694230223329.000000,,,376143464357.000000,215583819590.000000,,7397514043.000000,7397514043.000000,,,,,42448475.000000,77277447109.000000,,68017670788.000000,2941800501.000000,70959471289.000000,4882763851.000000,376143464357.000000,59328420535.000000,,53676169761.000000,4222871774.000000,57899041535.000000,1429379000.000000,59328420535.000000,435471884892.000000,,95058664140.000000,162174216279.000000,-55798904380.000000,749279.000000,57323613119.000000,258758338437.000000,694230223329.000000,4752933207.000000
12M 2022,,,5831084070.000000,19925587973.000000,19925587973.000000,19925587973.000000,,,,199591433111.000000,,23818082517.000000,249166187671.000000,,9000000000.000000,,224481569406.000000,14114996761.000000,88984225513.000000,244606925.000000,71665671126.000000,408491069731.000000,657657257402.000000,,,462970964302.000000,214333819590.000000,,3235221884.000000,3235221884.000000,,,,,4305742608.000000,135474843330.000000,,98594556065.000000,3580826398.000000,102175382463.000000,3445954427.000000,462970964302.000000,23282599077.000000,,21156710652.000000,900039425.000000,22056750077.000000,1225849000.000000,23282599077.000000,486253563379.000000,,95059647560.000000,162178473959.000000,-133620135614.000000,710807.000000,47784997311.000000,171403694023.000000,657657257402.000000,4752982378.000000
