Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2019,(577 B),(70 B),(647 B),-2587752.00
12M 2020,(31 B),(53 B),(84 B),-334192.00
12M 2021,184 B,(33 B),151 B,605112.00
12M 2022,493 B,(6 B),487 B,155.94
12M 2023,(384 B),(19 B),(404 B),-129.14
12M 2024,(247 B),(115 B),(362 B),-115.74
