Period,Aset,Aset Lancar,Kas Dan Setara Kas,Deposito Berjangka,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2019,,,87349000000.000000,,406396000000.000000,18613000000.000000,387783000000.000000,406396000000.000000,368016000000.000000,13241000000.000000,354775000000.000000,368016000000.000000,301318000000.000000,49279000000.000000,1212358000000.000000,,358892000000.000000,1093000000.000000,,359985000000.000000,1572343000000.000000,,,1284094000000.000000,758164000000.000000,199231000000.000000,,,199231000000.000000,252046000000.000000,,,252046000000.000000,367000000.000000,50333000000.000000,,23953000000.000000,23953000000.000000,,1284094000000.000000,354114000000.000000,,347192000000.000000,347192000000.000000,,,,,6922000000.000000,354114000000.000000,1638208000000.000000,,250000000000.000000,,-284843000000.000000,,,-284843000000.000000,-31022000000.000000,-65865000000.000000,1572343000000.000000,250000.000000
12M 2020,,,170634000000.000000,,418577000000.000000,1005000000.000000,417572000000.000000,418577000000.000000,446761000000.000000,3000000.000000,446758000000.000000,446761000000.000000,472327000000.000000,32304000000.000000,1540603000000.000000,,394360000000.000000,1178000000.000000,2000000000.000000,397538000000.000000,1938141000000.000000,,,1812399000000.000000,1029530000000.000000,550079000000.000000,,,550079000000.000000,159167000000.000000,,,159167000000.000000,563000000.000000,14715000000.000000,,49242000000.000000,49242000000.000000,9103000000.000000,1812399000000.000000,335240000000.000000,,327870000000.000000,327870000000.000000,,,,,7370000000.000000,335240000000.000000,2147639000000.000000,,250000000000.000000,,-438697000000.000000,,,-438697000000.000000,-20801000000.000000,-209498000000.000000,1938141000000.000000,250000.000000
12M 2021,,,151638000000.000000,,277302000000.000000,88068000000.000000,189234000000.000000,277302000000.000000,357656000000.000000,26038000000.000000,331618000000.000000,357656000000.000000,533531000000.000000,287853000000.000000,1607980000000.000000,,414859000000.000000,963000000.000000,2000000000.000000,417822000000.000000,2025802000000.000000,,,1584621000000.000000,968978000000.000000,459571000000.000000,,,459571000000.000000,18590000000.000000,,,18590000000.000000,18309000000.000000,47735000000.000000,,71355000000.000000,71355000000.000000,83000000.000000,1584621000000.000000,352476000000.000000,,259415000000.000000,259415000000.000000,87030000000.000000,,,87030000000.000000,6031000000.000000,352476000000.000000,1937097000000.000000,,250000000000.000000,,-152032000000.000000,,,-152032000000.000000,-9263000000.000000,88705000000.000000,2025802000000.000000,250000.000000
12M 2022,,,859969000000.000000,,587649000000.000000,405622000000.000000,182027000000.000000,587649000000.000000,351325000000.000000,8173000000.000000,343152000000.000000,351325000000.000000,569136000000.000000,232326000000.000000,2600405000000.000000,,418947000000.000000,622000000.000000,,419569000000.000000,3019974000000.000000,,,2066899000000.000000,973982000000.000000,755770000000.000000,,,755770000000.000000,15616000000.000000,,,15616000000.000000,45401000000.000000,38782000000.000000,,87722000000.000000,87722000000.000000,149626000000.000000,2066899000000.000000,183555000000.000000,,179691000000.000000,179691000000.000000,,,,,3864000000.000000,183555000000.000000,2250454000000.000000,,312500000000.000000,351930000000.000000,71445000000.000000,,,71445000000.000000,33645000000.000000,769520000000.000000,3019974000000.000000,3125000000.000000
12M 2023,,,304932000000.000000,788000000000.000000,356868000000.000000,40993000000.000000,315875000000.000000,356868000000.000000,543819000000.000000,11862000000.000000,531957000000.000000,543819000000.000000,612442000000.000000,1319899000000.000000,3925960000000.000000,,385821000000.000000,17133000000.000000,7280000000.000000,410234000000.000000,4336194000000.000000,,,2659659000000.000000,2138461000000.000000,328532000000.000000,,,328532000000.000000,,13171000000.000000,4159000000.000000,17330000000.000000,6181000000.000000,26857000000.000000,,79830000000.000000,79830000000.000000,62468000000.000000,2659659000000.000000,774119000000.000000,,769178000000.000000,769178000000.000000,,,,,4941000000.000000,774119000000.000000,3433778000000.000000,,312500000000.000000,351930000000.000000,215359000000.000000,,,215359000000.000000,22627000000.000000,902416000000.000000,4336194000000.000000,3125000000.000000
12M 2024,,,234104000000.000000,788000000000.000000,84236000000.000000,21790000000.000000,62446000000.000000,84236000000.000000,179472000000.000000,11826000000.000000,167646000000.000000,179472000000.000000,598805000000.000000,1707104000000.000000,3591721000000.000000,,473680000000.000000,6652000000.000000,128266000000.000000,608598000000.000000,4200319000000.000000,,,2547153000000.000000,1944959000000.000000,,56669000000.000000,202504000000.000000,259173000000.000000,,10595000000.000000,9962000000.000000,20557000000.000000,4413000000.000000,471000000.000000,,89830000000.000000,89830000000.000000,227750000000.000000,2547153000000.000000,683868000000.000000,,679348000000.000000,679348000000.000000,,,,,4520000000.000000,683868000000.000000,3231021000000.000000,,312500000000.000000,351930000000.000000,255616000000.000000,62500000000.000000,193116000000.000000,255616000000.000000,49252000000.000000,969298000000.000000,4200319000000.000000,3125000000.000000
