Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2019,-0.00,-263460.00,-0.00,-263460.00,782 B,347 B,"1,129 B","1,042 B",(72 B)
12M 2020,-0.00,-837992.00,-0.00,-837992.00,"1,079 B",328 B,"1,407 B","1,236 B",(272 B)
12M 2021,0.00,354820.00,0.00,354820.00,"1,040 B",259 B,"1,300 B","1,148 B",23 B
12M 2022,8.85,246.25,8.85,246.25,"1,062 B",180 B,"1,241 B",(680 B),534 B
12M 2023,6.11,288.77,6.11,288.77,"2,218 B",769 B,"2,987 B","2,683 B","1,266 B"
12M 2024,3.05,310.18,3.05,310.18,"2,035 B",679 B,"2,714 B","2,390 B","1,045 B"
