Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2017,(12 B),,(12 B),-99036.28
12M 2018,17 B,,17 B,141345.27
12M 2019,23 B,,23 B,187703.91
12M 2020,11 B,,11 B,11.09
12M 2021,(47 B),,(47 B),-35.07
12M 2022,108 B,(0 B),108 B,80.88
12M 2023,(128 B),(8 B),(137 B),-102.49
12M 2024,113 B,(26 B),88 B,65.79
