Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Piutang Pihak Berelasi,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Properti Investasi,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Utang Pihak Berelasi,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Utang Lain Jangka Panjang,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Utang Lain Jangka Panjang,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2017,,,754302281.000000,11522821791.000000,11522821791.000000,,11522821791.000000,140745639.000000,140745639.000000,,140745639.000000,27298732550.000000,6266151000.000000,2428039479.000000,48410792740.000000,,4501738900.000000,,2497509241.000000,,6999248141.000000,55410040881.000000,,,49069211986.000000,44718482680.000000,,3308130812.000000,,3308130812.000000,,28428292.000000,526816636.000000,555244928.000000,,287433566.000000,,,,199920000.000000,,,199920000.000000,,49069211986.000000,5623962215.000000,,,299190215.000000,,,299190215.000000,5324772000.000000,5623962215.000000,54693174201.000000,,12250000000.000000,,-11941417570.000000,,-11941417570.000000,-11941417570.000000,408284250.000000,716866680.000000,55410040881.000000,122500.000000
12M 2018,,,210714276.000000,17645162422.000000,17645162422.000000,,17645162422.000000,428272792.000000,45646727.000000,382626065.000000,428272792.000000,26402999538.000000,,1772453515.000000,46459602543.000000,,6239683745.000000,1087815936.000000,1068529000.000000,,8396028681.000000,54855631224.000000,,,53308016371.000000,31212807283.000000,,11951018481.000000,,11951018481.000000,,3286244.000000,808160955.000000,811447199.000000,8621164840.000000,388023674.000000,68001469.000000,,,159570835.000000,,,159570835.000000,95982590.000000,53308016371.000000,4373867000.000000,,,,,,,4373867000.000000,4373867000.000000,57681883371.000000,,12250000000.000000,,-16705707397.000000,,-16705707397.000000,-16705707397.000000,1629455250.000000,-2826252147.000000,54855631224.000000,122500.000000
12M 2019,,,317875598.000000,10436215652.000000,10436215652.000000,,10436215652.000000,648162499.000000,197226863.000000,450935636.000000,648162499.000000,59389367006.000000,,2551463217.000000,73343083972.000000,,5292967745.000000,961238561.000000,4117632652.000000,477272727.000000,10849111685.000000,84192195657.000000,,,57280706583.000000,2833742894.000000,,8010988495.000000,,8010988495.000000,,2041000000.000000,1115986727.000000,3156986727.000000,545830830.000000,4655487926.000000,1842255927.000000,,2171495196.000000,55199468.000000,,,2226694664.000000,34008719120.000000,57280706583.000000,21420854559.000000,,16662765333.000000,49157226.000000,,,16711922559.000000,4708932000.000000,21420854559.000000,78701561142.000000,,12250000000.000000,,-8467486735.000000,,-8467486735.000000,-8467486735.000000,1708121250.000000,5490634515.000000,84192195657.000000,122500.000000
12M 2020,,,7220116079.000000,30446031375.000000,30446031375.000000,,30446031375.000000,914674607.000000,131848962.000000,782825645.000000,914674607.000000,33147160499.000000,3811407293.000000,19148775613.000000,94688165466.000000,,5784873121.000000,729836186.000000,4882966607.000000,23579208635.000000,34976884549.000000,129665050015.000000,,,55095387192.000000,17047244804.000000,,2081374600.000000,,2081374600.000000,,19500000.000000,3542785593.000000,3562285593.000000,,12361232741.000000,2833113350.000000,,2436988686.000000,303015418.000000,,,2740004104.000000,14470132000.000000,55095387192.000000,22643731728.000000,,14203580920.000000,443641808.000000,,,14647222728.000000,7996509000.000000,22643731728.000000,77739118920.000000,,25000000000.000000,,27335229825.000000,,27335229825.000000,27335229825.000000,-409298730.000000,51925931095.000000,129665050015.000000,1000000000.000000
12M 2021,,,1072750371.000000,68260358573.000000,67066616315.000000,1193742258.000000,68260358573.000000,639082085.000000,639082085.000000,,639082085.000000,82680560897.000000,256701653.000000,53039485410.000000,205948938989.000000,,63705776562.000000,603258811.000000,4521130583.000000,2795454543.000000,71625620499.000000,277574559488.000000,,,59699494670.000000,25147976703.000000,,20489196969.000000,,20489196969.000000,,19500000.000000,,19500000.000000,,862171276.000000,10029035956.000000,,2703596458.000000,286141808.000000,95700000.000000,,3085438266.000000,66175500.000000,59699494670.000000,17850531462.000000,,11499984462.000000,157500000.000000,342925000.000000,,12000409462.000000,5850122000.000000,17850531462.000000,77550026132.000000,,33333332500.000000,69205848916.000000,97086112030.000000,2500000000.000000,94586112030.000000,97086112030.000000,399239910.000000,200024533356.000000,277574559488.000000,1333333300.000000
12M 2022,,,206376346678.000000,82165423787.000000,73010660565.000000,9154763222.000000,82165423787.000000,242591587.000000,242591587.000000,,242591587.000000,272200454576.000000,256701653.000000,62012090626.000000,623253608907.000000,,62069360839.000000,476681436.000000,4486698041.000000,16943469306.000000,83976209622.000000,707229818529.000000,,,432284232283.000000,154814691554.000000,,267953588239.000000,,267953588239.000000,,19500000.000000,,19500000.000000,,1395637312.000000,6367740411.000000,,,157500000.000000,116912312.000000,,274412312.000000,1458662455.000000,432284232283.000000,6656257000.000000,,,,247225000.000000,,247225000.000000,6409032000.000000,6656257000.000000,438940489283.000000,,33333345925.000000,69206238241.000000,165246861890.000000,2500000000.000000,162746861890.000000,165246861890.000000,502883190.000000,268289329246.000000,707229818529.000000,1333333837.000000
12M 2023,,,12704162660.000000,64790454916.000000,62367653251.000000,2422801665.000000,64790454916.000000,310382393.000000,310382393.000000,,310382393.000000,272959867646.000000,,51479658901.000000,402244526516.000000,,68457678469.000000,350104061.000000,4878044356.000000,15111375792.000000,88797202678.000000,491041729194.000000,,,193998671061.000000,123103971042.000000,,57635036505.000000,59876009.000000,57694912514.000000,,255352815.000000,1346000039.000000,1601352854.000000,,8393771705.000000,2982986693.000000,,,87977939.000000,95700000.000000,,183677939.000000,37998314.000000,193998671061.000000,7594279585.000000,,,136412585.000000,151525000.000000,,287937585.000000,7306342000.000000,7594279585.000000,201592950646.000000,,33333363900.000000,69206759516.000000,186399742572.000000,2500000000.000000,183899742572.000000,186399742572.000000,508912560.000000,289448778548.000000,491041729194.000000,1333334556.000000
12M 2024,,,6272313805.000000,58521275253.000000,47080579088.000000,11440696165.000000,58521275253.000000,303966079.000000,303966079.000000,,303966079.000000,193087905439.000000,,27669166617.000000,285854627193.000000,,92660098096.000000,254064154.000000,5531409914.000000,8144399428.000000,106589971592.000000,392444598785.000000,,,84036812812.000000,46780579133.000000,,32135371962.000000,,32135371962.000000,,123829221.000000,,123829221.000000,,3029801316.000000,1681222007.000000,,,94785518.000000,95700000.000000,45768000.000000,236253518.000000,49755655.000000,84036812812.000000,8356898023.000000,,,41627023.000000,55825000.000000,87722000.000000,185174023.000000,8171724000.000000,8356898023.000000,92393710835.000000,,33333363900.000000,69206759516.000000,196638297094.000000,5000000000.000000,191638297094.000000,196638297094.000000,872467440.000000,300050887950.000000,392444598785.000000,1333334556.000000
