Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Beban Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,
12M 2019,14764060765.000000,-12003000451.000000,2761060314.000000,-1194438398.000000,-1194438398.000000,-1194438398.000000,1566621916.000000,-1257965316.000000,-1258230811.000000,265495.000000,-1257965316.000000,308656600.000000,-87421109.000000,,,-87421109.000000,221235491.000000,,221235491.000000,221235491.000000,221235491.000000,,221235491.000000,221235491.000000,221235491.000000,,221235491.000000
12M 2020,110697288392.000000,-76223820929.000000,34473467463.000000,-5914273344.000000,-5914273344.000000,-5914273344.000000,28559194119.000000,-2096152190.000000,-2082156757.000000,-13995433.000000,-2096152190.000000,26463041929.000000,-5672390630.000000,,,-5672390630.000000,20790651299.000000,-20026783.000000,20770624516.000000,20790651299.000000,20790688599.000000,-37300.000000,20790651299.000000,20770624516.000000,20770661816.000000,-37300.000000,20770624516.000000
12M 2021,459401131769.000000,-308608022515.000000,150793109254.000000,-8566503303.000000,-8566503303.000000,-8566503303.000000,142226605951.000000,-1104816059.000000,-1103781892.000000,-1034167.000000,-1104816059.000000,141121789892.000000,-31050523852.000000,,,-31050523852.000000,110071266040.000000,6270358.000000,110077536398.000000,110071266049.000000,110080066049.000000,-8800000.000000,110071266049.000000,110077536407.000000,110086336407.000000,-8800000.000000,110077536407.000000
12M 2022,647964319677.000000,-474371062835.000000,173593256842.000000,-15584373533.000000,-15584373533.000000,-15584373533.000000,158008883309.000000,-216271811.000000,-131414689.000000,-84857122.000000,-216271811.000000,157792611498.000000,-34873404325.000000,,,-34873404325.000000,122919207173.000000,19710621.000000,122938917794.000000,122919207172.000000,122919047441.000000,159731.000000,122919207172.000000,122938917793.000000,122938758062.000000,159731.000000,122938917793.000000
12M 2023,401910300386.000000,-328064232817.000000,73846067569.000000,-18399672952.000000,-18399672952.000000,-18399672952.000000,55446394617.000000,224483382.000000,,224483382.000000,224483382.000000,55670877999.000000,-11854449041.000000,,,-11854449041.000000,43816428958.000000,13637116.000000,43830066074.000000,43816428957.000000,43812226561.000000,4202396.000000,43816428957.000000,43830066073.000000,43825863677.000000,4202396.000000,43830066073.000000
