Period,Aset,Aset Lancar,Kas Dan Setara Kas,Investasi Jangka Pendek,Piutang Usaha,Pihak Berelasi,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Aset Pajak Tangguhan,Goodwill,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Berelasi,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Sewa Pembiayaan,Utang Bank,Utang Lembaga Keuangan Lain,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Pajak Tangguhan,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Lembaga Keuangan Lain,Utang Bank,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2016,,,64051000000.000000,117000000.000000,11943000000.000000,2558000000.000000,9385000000.000000,11943000000.000000,260000000.000000,,260000000.000000,260000000.000000,28747000000.000000,4114000000.000000,109232000000.000000,,162678000000.000000,31050000000.000000,28580000000.000000,200000000.000000,222508000000.000000,331740000000.000000,,,51618000000.000000,34000000.000000,,861000000.000000,17959000000.000000,18820000000.000000,,16463000000.000000,12923000000.000000,,35000000.000000,,239000000.000000,,274000000.000000,3104000000.000000,51618000000.000000,36846000000.000000,,,107000000.000000,,,107000000.000000,36739000000.000000,36846000000.000000,88464000000.000000,,7000000000.000000,27979000000.000000,219820000000.000000,,,219820000000.000000,4830000000.000000,-16353000000.000000,243276000000.000000,331740000000.000000,1400.000000
12M 2017,,,200515000000.000000,121000000.000000,15503000000.000000,1155000000.000000,14348000000.000000,15503000000.000000,5188000000.000000,4500000000.000000,688000000.000000,5188000000.000000,64098000000.000000,8830000000.000000,294255000000.000000,,527615000000.000000,,28580000000.000000,17001000000.000000,573196000000.000000,867451000000.000000,,,66077000000.000000,,,285000000.000000,33741000000.000000,34026000000.000000,9959000000.000000,1831000000.000000,18557000000.000000,,,,107000000.000000,,107000000.000000,1597000000.000000,66077000000.000000,38911000000.000000,879000000.000000,,,,,,38032000000.000000,38911000000.000000,104988000000.000000,,180725000000.000000,177926000000.000000,89163000000.000000,,,89163000000.000000,10737000000.000000,303912000000.000000,762463000000.000000,867451000000.000000,1807250000.000000
12M 2018,,,203117000000.000000,,14471000000.000000,229000000.000000,14242000000.000000,14471000000.000000,714000000.000000,,714000000.000000,714000000.000000,59683000000.000000,4393000000.000000,282378000000.000000,,593523000000.000000,,28580000000.000000,9584000000.000000,631687000000.000000,914065000000.000000,,,40242000000.000000,4000000000.000000,,,20819000000.000000,20819000000.000000,,2480000000.000000,11394000000.000000,,,,,,,1549000000.000000,40242000000.000000,42371000000.000000,9721000000.000000,,,,,,32650000000.000000,42371000000.000000,82613000000.000000,,253015000000.000000,105636000000.000000,94404000000.000000,4464000000.000000,89940000000.000000,94404000000.000000,12131000000.000000,366266000000.000000,831452000000.000000,914065000000.000000,2530150002.000000
12M 2019,,,198647000000.000000,,19891000000.000000,160000000.000000,19731000000.000000,19891000000.000000,1351000000.000000,,1351000000.000000,1351000000.000000,73267000000.000000,3748000000.000000,296904000000.000000,,592584000000.000000,,28580000000.000000,5727000000.000000,626891000000.000000,923795000000.000000,,,42109000000.000000,4000000000.000000,,,20211000000.000000,20211000000.000000,,6225000000.000000,9902000000.000000,,,,,,,1771000000.000000,42109000000.000000,47288000000.000000,10757000000.000000,,,,,,36531000000.000000,47288000000.000000,89397000000.000000,,253015000000.000000,102691000000.000000,99584000000.000000,4799000000.000000,94785000000.000000,99584000000.000000,12591000000.000000,366517000000.000000,834398000000.000000,923795000000.000000,2530150002.000000
12M 2020,,,230641000000.000000,,24589000000.000000,40000000.000000,24549000000.000000,24589000000.000000,1259000000.000000,,1259000000.000000,1259000000.000000,63340000000.000000,2830000000.000000,322659000000.000000,,619182000000.000000,,28580000000.000000,3263000000.000000,651025000000.000000,973684000000.000000,,,34759000000.000000,,,,17523000000.000000,17523000000.000000,22000000.000000,6629000000.000000,9514000000.000000,,,,,89000000.000000,89000000.000000,982000000.000000,34759000000.000000,48945000000.000000,8021000000.000000,,,,213000000.000000,213000000.000000,40711000000.000000,48945000000.000000,83704000000.000000,,253015000000.000000,102691000000.000000,119004000000.000000,4961000000.000000,114043000000.000000,119004000000.000000,13399000000.000000,401871000000.000000,889980000000.000000,973684000000.000000,2530150002.000000
12M 2021,,,233678000000.000000,,28881000000.000000,172000000.000000,28709000000.000000,28881000000.000000,798000000.000000,,798000000.000000,798000000.000000,70180000000.000000,9038000000.000000,342575000000.000000,,609238000000.000000,,28580000000.000000,5007000000.000000,642825000000.000000,985400000000.000000,,,43588000000.000000,10000000000.000000,,,18695000000.000000,18695000000.000000,149000000.000000,3006000000.000000,9498000000.000000,,,,,100000000.000000,100000000.000000,2140000000.000000,43588000000.000000,36518000000.000000,13010000000.000000,,,,112000000.000000,112000000.000000,23396000000.000000,36518000000.000000,80106000000.000000,,253015000000.000000,102691000000.000000,130672000000.000000,5360000000.000000,125312000000.000000,130672000000.000000,13660000000.000000,405256000000.000000,905294000000.000000,985400000000.000000,2530150002.000000
12M 2022,,,185968000000.000000,,49912000000.000000,635000000.000000,49277000000.000000,49912000000.000000,908000000.000000,,908000000.000000,908000000.000000,124459000000.000000,4743000000.000000,365990000000.000000,,639363000000.000000,,28580000000.000000,11996000000.000000,679939000000.000000,1045929000000.000000,,,68020000000.000000,9720000000.000000,,,42617000000.000000,42617000000.000000,324000000.000000,2239000000.000000,10600000000.000000,,,1486000000.000000,,112000000.000000,1598000000.000000,922000000.000000,68020000000.000000,37691000000.000000,14206000000.000000,,,1932000000.000000,,1932000000.000000,21553000000.000000,37691000000.000000,105711000000.000000,,253015000000.000000,102691000000.000000,146380000000.000000,5747000000.000000,140633000000.000000,146380000000.000000,14452000000.000000,423680000000.000000,940218000000.000000,1045929000000.000000,2530150002.000000
12M 2023,,,221816000000.000000,,31147000000.000000,333000000.000000,30814000000.000000,31147000000.000000,957000000.000000,,957000000.000000,957000000.000000,135004000000.000000,1000000000.000000,389924000000.000000,,628901000000.000000,,28580000000.000000,17142000000.000000,674623000000.000000,1064547000000.000000,,,63382000000.000000,15000000000.000000,,,28204000000.000000,28204000000.000000,6000000.000000,5518000000.000000,9782000000.000000,,,3184000000.000000,,104000000.000000,3288000000.000000,1584000000.000000,63382000000.000000,36256000000.000000,14126000000.000000,,,2237000000.000000,522000000.000000,2759000000.000000,19371000000.000000,36256000000.000000,99638000000.000000,,253015000000.000000,102691000000.000000,172932000000.000000,6127000000.000000,166805000000.000000,172932000000.000000,14821000000.000000,421450000000.000000,964909000000.000000,1064547000000.000000,2530150002.000000
12M 2024,,,217569000000.000000,,23413000000.000000,358000000.000000,23055000000.000000,23413000000.000000,495000000.000000,,495000000.000000,495000000.000000,127367000000.000000,571000000.000000,369415000000.000000,,633881000000.000000,,28580000000.000000,8115000000.000000,670576000000.000000,1039991000000.000000,,,32190000000.000000,3619000000.000000,,,12502000000.000000,12502000000.000000,8000000.000000,3522000000.000000,8306000000.000000,,,2093000000.000000,,114000000.000000,2207000000.000000,2026000000.000000,32190000000.000000,33124000000.000000,14219000000.000000,,,144000000.000000,408000000.000000,552000000.000000,18353000000.000000,33124000000.000000,65314000000.000000,,253015000000.000000,102691000000.000000,173751000000.000000,6605000000.000000,167146000000.000000,173751000000.000000,15928000000.000000,429292000000.000000,974677000000.000000,1039991000000.000000,2530150002.000000
