Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2016,88 B,(3 B),85 B,60542142.86
12M 2017,24 B,(25 B),(2 B),-0.89
12M 2018,29 B,(4 B),25 B,9.85
12M 2019,41 B,(13 B),28 B,11.09
12M 2020,62 B,(3 B),59 B,23.28
12M 2021,30 B,(6 B),23 B,9.28
12M 2022,(1 B),(20 B),(20 B),-8.07
12M 2023,66 B,(5 B),60 B,23.83
12M 2024,61 B,(10 B),50 B,19.82
