Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2019,716 B,(779 B),(63 B),-33120.13
12M 2020,"1,553 B",(445 B),"1,108 B",58.35
12M 2021,"1,455 B",(471 B),984 B,49.59
12M 2022,"3,175 B",(792 B),"2,383 B",120.06
12M 2023,"1,569 B",(802 B),767 B,38.63
12M 2024,"3,239 B",(588 B),"2,652 B",133.56
