Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Berelasi,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Pajak Tangguhan,Goodwill,Aset Tetap,Properti Investasi,Investasi Pada Entitas Asosiasi,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Liabilitas Keuangan Lainnya,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Liabilitas Derivatif,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Pajak Tangguhan,Liabilitas Derivatif,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank,Liabilitas Keuangan Lainnya,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2019,,,1464146000000.000000,117044000000.000000,46000000.000000,116998000000.000000,117044000000.000000,30434000000.000000,,,30434000000.000000,687743000000.000000,425819000000.000000,2725186000000.000000,,415192000000.000000,60652000000.000000,7273229000000.000000,20385000000.000000,,1771132000000.000000,9540590000000.000000,12265776000000.000000,,,2070823000000.000000,479000000000.000000,,409307000000.000000,2112000000.000000,411419000000.000000,,114201000000.000000,719000000.000000,114920000000.000000,56498000000.000000,74484000000.000000,,593614000000.000000,94592000000.000000,692000000.000000,688898000000.000000,,245604000000.000000,2070823000000.000000,4444050000000.000000,24263000000.000000,,,4035317000000.000000,128003000000.000000,4163320000000.000000,256467000000.000000,4444050000000.000000,6514873000000.000000,,1898634000000.000000,3261608000000.000000,1040267000000.000000,,,1040267000000.000000,166588000000.000000,-616194000000.000000,5750903000000.000000,12265776000000.000000,1898634.000000
12M 2020,,,1489961000000.000000,120009000000.000000,,120009000000.000000,120009000000.000000,25890000000.000000,,,25890000000.000000,636749000000.000000,299475000000.000000,2572084000000.000000,,392549000000.000000,60652000000.000000,7202247000000.000000,17913000000.000000,,2078525000000.000000,9751886000000.000000,12323970000000.000000,,,1913632000000.000000,180000000000.000000,,379426000000.000000,5154000000.000000,384580000000.000000,,93615000000.000000,952000000.000000,94567000000.000000,100100000000.000000,64804000000.000000,,657247000000.000000,111260000000.000000,,768507000000.000000,1979000000.000000,319095000000.000000,1913632000000.000000,3754056000000.000000,6366000000.000000,19675000000.000000,,3369819000000.000000,46894000000.000000,3416713000000.000000,311302000000.000000,3754056000000.000000,5667688000000.000000,,1898634000000.000000,3261608000000.000000,1951335000000.000000,,,1951335000000.000000,187396000000.000000,-642691000000.000000,6656282000000.000000,12323970000000.000000,18986340000.000000
12M 2021,,,1280238000000.000000,59756000000.000000,,59756000000.000000,59756000000.000000,11246000000.000000,387000000.000000,10859000000.000000,11246000000.000000,673274000000.000000,424903000000.000000,2449417000000.000000,,485484000000.000000,60652000000.000000,7118593000000.000000,15441000000.000000,,2316739000000.000000,9996909000000.000000,12446326000000.000000,,,1604503000000.000000,,,263389000000.000000,3928000000.000000,267317000000.000000,,141659000000.000000,1222000000.000000,142881000000.000000,197076000000.000000,48793000000.000000,,639875000000.000000,44666000000.000000,,684541000000.000000,38000000.000000,263857000000.000000,1604503000000.000000,3045812000000.000000,103873000000.000000,158000000.000000,,2657476000000.000000,2513000000.000000,2659989000000.000000,281792000000.000000,3045812000000.000000,4650315000000.000000,,1985254000000.000000,3335405000000.000000,2810399000000.000000,397051000000.000000,2413348000000.000000,2810399000000.000000,282791000000.000000,-617838000000.000000,7796011000000.000000,12446326000000.000000,19852540000.000000
12M 2022,,,1957773000000.000000,121265000000.000000,,121265000000.000000,121265000000.000000,125595000000.000000,291000000.000000,125304000000.000000,125595000000.000000,1088161000000.000000,386403000000.000000,3679197000000.000000,,310248000000.000000,51886000000.000000,7292712000000.000000,12969000000.000000,,3179112000000.000000,10846927000000.000000,14526124000000.000000,,,2093814000000.000000,,,485032000000.000000,4155000000.000000,489187000000.000000,,173407000000.000000,771000000.000000,174178000000.000000,346299000000.000000,58750000000.000000,,633377000000.000000,2513000000.000000,,635890000000.000000,1594000000.000000,387916000000.000000,2093814000000.000000,2019566000000.000000,44901000000.000000,,,1700244000000.000000,,1700244000000.000000,274421000000.000000,2019566000000.000000,4113380000000.000000,,1985254000000.000000,3335405000000.000000,5295205000000.000000,397051000000.000000,4898154000000.000000,5295205000000.000000,391467000000.000000,-594587000000.000000,10412744000000.000000,14526124000000.000000,19852540000.000000
12M 2023,,,1006796000000.000000,85020000000.000000,,85020000000.000000,85020000000.000000,22522000000.000000,21000000.000000,22501000000.000000,22522000000.000000,1019810000000.000000,311417000000.000000,2445565000000.000000,,282680000000.000000,,7482594000000.000000,10497000000.000000,,3646051000000.000000,11421822000000.000000,13867387000000.000000,,,1958582000000.000000,75000000000.000000,,343988000000.000000,552000000.000000,344540000000.000000,,223092000000.000000,857000000.000000,223949000000.000000,79037000000.000000,20153000000.000000,,844668000000.000000,,,844668000000.000000,,371235000000.000000,1958582000000.000000,569265000000.000000,51343000000.000000,,,201432000000.000000,,201432000000.000000,316490000000.000000,569265000000.000000,2527847000000.000000,,1985254000000.000000,3335405000000.000000,6149025000000.000000,397051000000.000000,5751974000000.000000,6149025000000.000000,445583000000.000000,-575727000000.000000,11339540000000.000000,13867387000000.000000,19852540000.000000
12M 2024,,,1309216000000.000000,226539000000.000000,,226539000000.000000,226539000000.000000,64521000000.000000,398000000.000000,64123000000.000000,64521000000.000000,1034544000000.000000,611828000000.000000,3246648000000.000000,,225789000000.000000,,7388269000000.000000,8025000000.000000,57283000000.000000,3381251000000.000000,11060617000000.000000,14307265000000.000000,,,2362276000000.000000,620000000000.000000,,419982000000.000000,8355000000.000000,428337000000.000000,,239547000000.000000,760000000.000000,240307000000.000000,420047000000.000000,25029000000.000000,,150003000000.000000,,,150003000000.000000,,478553000000.000000,2362276000000.000000,668560000000.000000,100910000000.000000,,,329996000000.000000,,329996000000.000000,237654000000.000000,668560000000.000000,3030836000000.000000,,1985254000000.000000,3335405000000.000000,5953927000000.000000,397051000000.000000,5556876000000.000000,5953927000000.000000,468524000000.000000,-466681000000.000000,11276429000000.000000,14307265000000.000000,19852540000.000000
