Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2007,0.00,2157.36,0.00,2157.36,,530 B,530 B,(83 B),"1,133 B"
12M 2008,0.86,1938.47,0.86,1938.47,60 B,567 B,627 B,179 B,"1,054 B"
12M 2009,0.88,2451.76,0.88,2451.76,145 B,338 B,483 B,(176 B),"1,236 B"
12M 2010,1.19,2814.56,1.19,2814.56,,9 B,9 B,(541 B),949 B
12M 2011,1.08,2359.03,1.08,2359.03,228 B,"2,424 B","2,651 B","2,155 B","2,552 B"
12M 2012,1.91,2239.85,1.91,2239.85,242 B,"3,216 B","3,458 B","2,265 B","2,036 B"
12M 2013,0.86,3140.11,0.86,3140.11,833 B,"3,529 B","4,362 B","1,412 B","2,366 B"
12M 2014,0.83,3261.02,0.83,3261.02,853 B,"5,256 B","6,108 B","3,521 B","2,345 B"
12M 2015,0.84,3693.69,0.84,3693.69,"1,673 B","5,892 B","7,565 B","6,229 B",536 B
12M 2016,4.04,4639.49,4.04,4639.49,848 B,"4,863 B","5,711 B","1,696 B","3,206 B"
12M 2017,4.31,1263.30,4.31,1263.30,"1,056 B","7,510 B","8,566 B","(2,848 B)","11,405 B"
12M 2018,3.75,1432.70,3.75,1432.70,998 B,"7,954 B","5,982 B","(1,572 B)","10,361 B"
12M 2019,6.88,1368.42,6.88,1368.42,947 B,"10,054 B","11,001 B","1,824 B","8,412 B"
12M 2020,5.76,1429.26,5.76,1429.26,"1,354 B","10,516 B","11,870 B","(1,091 B)","9,004 B"
12M 2021,3.79,1933.61,3.79,1933.61,"1,707 B","13,607 B","15,313 B","(7,233 B)","28,479 B"
12M 2022,5.08,505.63,5.08,505.63,"2,075 B","21,155 B","23,229 B","1,339 B","26,099 B"
12M 2023,10.74,488.83,10.75,488.33,"1,359 B","25,675 B","27,034 B","4,805 B","31,188 B"
12M 2024,15.25,491.92,15.26,491.39,"3,655 B","29,172 B","32,827 B","10,744 B","26,827 B"
