Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.31,257.71,0.31,257.71,31 B,"6,564 B","6,595 B","6,364 B","1,420 B"
12M 2009,1.50,120.92,1.50,120.92,"2,384 B","3,537 B","5,921 B","5,872 B","(2,249 B)"
12M 2010,0.86,144.27,0.86,144.27,"1,815 B","1,937 B","3,752 B","3,569 B","(1,216 B)"
12M 2011,1.20,147.90,1.20,147.90,"1,860 B","5,149 B","7,009 B","6,865 B","(1,579 B)"
12M 2012,0.52,158.11,0.52,158.11,"2,489 B","5,848 B","8,337 B","7,990 B","(1,811 B)"
12M 2013,0.30,235.51,0.30,235.51,"3,039 B","6,415 B","9,454 B","7,584 B","(2,457 B)"
12M 2014,0.40,250.52,0.40,250.52,"3,212 B","3,812 B","7,024 B","5,945 B","(3,646 B)"
12M 2015,0.41,121.06,0.41,121.06,"3,669 B","2,653 B","6,322 B","4,513 B","(4,435 B)"
12M 2016,2.12,23.64,2.12,23.64,"2,393 B","3,256 B","5,648 B","3,480 B","(3,693 B)"
12M 2017,0.36,246.44,0.36,246.44,"2,807 B","2,349 B","5,156 B","3,695 B","(3,692 B)"
12M 2018,0.19,268.38,0.19,268.38,"3,058 B",708 B,"3,766 B","2,885 B","(4,598 B)"
12M 2019,0.17,289.61,0.17,289.61,"1,748 B",715 B,"2,463 B","2,085 B","(3,624 B)"
12M 2020,0.30,431.79,0.30,431.79,843 B,"1,829 B","2,673 B","2,328 B","(3,204 B)"
12M 2021,0.34,300.30,0.34,300.30,634 B,"2,134 B","2,768 B","2,300 B","(1,865 B)"
12M 2022,0.80,369.37,0.80,369.37,884 B,"1,880 B","2,764 B","2,042 B","(2,458 B)"
12M 2023,0.54,407.86,0.54,407.86,"1,229 B","2,969 B","4,199 B","2,926 B","(1,871 B)"
12M 2024,0.48,475.31,0.48,475.31,"1,742 B","4,784 B","6,527 B","5,661 B","(2,895 B)"
