Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Piutang Pihak Berelasi,Aset Tetap,Aset Tak Berwujud,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Sewa Pembiayaan,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Pihak Berelasi,Liabilitas Pajak Tangguhan,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Sewa Pembiayaan,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,26997143.000000,681435439.000000,618020002.000000,63415437.000000,681435439.000000,,,,,1393824433.000000,29324833.000000,2131581848.000000,,,1567020470.000000,24865189.000000,15186090.000000,,1607071749.000000,3738653597.000000,,,852901823.000000,,363419980.000000,243419798.000000,606839778.000000,,222610781.000000,,222610781.000000,23451264.000000,,,,,,852901823.000000,2754851585.000000,2694107225.000000,,,,,60744360.000000,2754851585.000000,3607753408.000000,,3257250000.000000,,,,-3130690842.000000,4341030.000000,130900188.000000,3738653596.000000,250000.000000
12M 2019,,,603123921.000000,9989970141.000000,8862616864.000000,1127353277.000000,9989970141.000000,65976935.000000,65976935.000000,,65976935.000000,6219471460.000000,734655352.000000,17613197809.000000,,475366605.000000,5773918086.000000,49889955.000000,29021617.000000,4914452913.000000,11242649176.000000,28855846985.000000,,,10873431398.000000,,4403264002.000000,5966324202.000000,10369588204.000000,,225301460.000000,,225301460.000000,123161420.000000,21304000.000000,,134076314.000000,134076314.000000,,10873431398.000000,345194260.000000,,,,229107791.000000,229107791.000000,116086469.000000,345194260.000000,11218625658.000000,,3257250000.000000,,,,14396439242.000000,-16467915.000000,17637221327.000000,28855846985.000000,250000.000000
12M 2020,,,1181324761.000000,6263778783.000000,5623527611.000000,640251172.000000,6263778783.000000,52323890.000000,52323890.000000,,52323890.000000,7881877650.000000,1607013846.000000,16986318930.000000,,562639333.000000,10660455859.000000,30739721.000000,38714203.000000,28264590411.000000,39557139527.000000,56543458457.000000,,,19704126766.000000,,3661329819.000000,5662937638.000000,9324267457.000000,,4682731351.000000,,4682731351.000000,5333825258.000000,132406085.000000,,230896615.000000,230896615.000000,,19704126766.000000,452369994.000000,,,,175728103.000000,175728103.000000,276641891.000000,452369994.000000,20156496760.000000,,3257250000.000000,,,,33193085659.000000,-63373962.000000,36386961697.000000,56543458457.000000,250000.000000
12M 2021,,,41155898391.000000,5745590233.000000,4501162255.000000,1244427978.000000,5745590233.000000,133931358.000000,133931358.000000,,133931358.000000,7630475822.000000,3549238171.000000,58215133975.000000,,,33132020003.000000,15600001.000000,20180733.000000,52191684850.000000,85359485587.000000,143574619562.000000,,,8085903754.000000,,2897482082.000000,1453451148.000000,4350933230.000000,,2019753035.000000,,2019753035.000000,1427387197.000000,89022285.000000,,198808007.000000,198808007.000000,,8085903754.000000,405311752.000000,,,,75684861.000000,75684861.000000,329626891.000000,405311752.000000,8491215506.000000,,57787500000.000000,62440698300.000000,,651450000.000000,14264218756.000000,-60463002.000000,135083404054.000000,143574619560.000000,1155750000.000000
12M 2022,,,6710979301.000000,17815819018.000000,14923043566.000000,2892775452.000000,17815819018.000000,1708245425.000000,1708245425.000000,,1708245425.000000,21053748599.000000,2810164661.000000,50098957004.000000,,,109383871766.000000,6075002.000000,32560297.000000,4567443319.000000,113989950384.000000,164088907388.000000,,,24697828486.000000,,22049101905.000000,1488758539.000000,23537860444.000000,,88507090.000000,,88507090.000000,386503951.000000,163378643.000000,,346578358.000000,346578358.000000,175000000.000000,24697828486.000000,1034650806.000000,,,,483847915.000000,483847915.000000,550802891.000000,1034650806.000000,25732479292.000000,,57787500000.000000,62440698300.000000,,1651450000.000000,16490512998.000000,-13733202.000000,138356428096.000000,164088907388.000000,1155750000.000000
12M 2023,,,6915151860.000000,26844963068.000000,21646465226.000000,5198497842.000000,26844963068.000000,307117988.000000,307117988.000000,,307117988.000000,19995516463.000000,4378287277.000000,58441036656.000000,,,115572803483.000000,,89107635.000000,1522510261.000000,117184421379.000000,175625458035.000000,,,23525889992.000000,,20156990911.000000,434166744.000000,20591157655.000000,,105675174.000000,,105675174.000000,2237887583.000000,79550421.000000,,336619159.000000,336619159.000000,175000000.000000,23525889992.000000,1048509647.000000,,,,147228756.000000,147228756.000000,901280891.000000,1048509647.000000,24574399639.000000,,57787500000.000000,62440698300.000000,,2651450000.000000,28137497779.000000,33912318.000000,151051058397.000000,175625458036.000000,1155750000.000000
12M 2024,,,12575825942.000000,31670791611.000000,27317022055.000000,4353769556.000000,31670791611.000000,158128842.000000,115182842.000000,42946000.000000,158128842.000000,17529734506.000000,3581917232.000000,65516398133.000000,,,116334688983.000000,,123051505.000000,1135397648.000000,117593138136.000000,183109536269.000000,,,22936789237.000000,,18822560524.000000,786320817.000000,19608881341.000000,,651017813.000000,,651017813.000000,2307201890.000000,72293515.000000,,186123183.000000,186123183.000000,111271495.000000,22936789237.000000,1205199054.000000,,,,52877163.000000,52877163.000000,1152321891.000000,1205199054.000000,24141988291.000000,,57787500000.000000,62440698300.000000,,3651450000.000000,35031879820.000000,56019858.000000,158967547978.000000,183109536269.000000,1155750000.000000
