Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,(1 B),,(1 B),-2705.57
12M 2019,13 B,,13 B,53080.47
12M 2020,26 B,,26 B,102428.93
12M 2021,6 B,,6 B,5.62
12M 2022,8 B,,8 B,7.00
12M 2023,14 B,,14 B,12.28
12M 2024,22 B,,22 B,19.10
